therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,horizon_months,calendar_month,target_observed_sales_units
Therapy A,West,2023-03-01,111,1,2023-04-01,112,persistence_change,0,0.65,165.74280084758456,49.72284025427537,1.2,1,3,128.1046187631234
Therapy A,West,2023-03-01,111,3,2023-06-01,114,persistence_change,0,0.65,165.8806329765004,49.76418989295012,1.2,3,3,122.62512399380223
Therapy A,West,2023-03-01,111,6,2023-09-01,117,epidemiology_change,0,0.65,186.01810764886025,55.80543229465808,1.2,6,3,119.93527674155082
Therapy A,West,2023-03-01,111,12,2024-03-01,123,epidemiology_change,0,0.65,186.4825730601368,55.94477191804104,1.2,12,3,116.52775468533144
Therapy A,West,2023-04-01,112,1,2023-05-01,113,persistence_change,0,0.65,165.81170259030384,49.74351077709115,1.2,1,4,125.21750623776616
Therapy A,West,2023-04-01,112,3,2023-07-01,115,epidemiology_change,0,0.65,185.86354306025163,55.759062918075486,1.2,3,4,121.63891348267286
Therapy A,West,2023-04-01,112,6,2023-10-01,118,epidemiology_change,0,0.65,186.09543813759828,55.82863144127949,1.2,6,4,119.20479080374206
Therapy A,West,2023-04-01,112,12,2024-04-01,124,epidemiology_change,0,0.65,186.5600966340412,55.96802899021236,1.2,12,4,116.15076986566406
Therapy A,West,2023-05-01,113,1,2023-06-01,114,persistence_change,0,0.65,165.8806329765004,49.76418989295012,1.2,1,5,122.62512399380223
Therapy A,West,2023-05-01,113,3,2023-08-01,116,epidemiology_change,0,0.65,185.9408092941957,55.78224278825871,1.2,3,5,120.74450654971464
Therapy A,West,2023-05-01,113,6,2023-11-01,119,epidemiology_change,0,0.65,186.1728007737684,55.85184023213052,1.2,6,5,118.54686531944624
Therapy A,West,2023-05-01,113,12,2024-05-01,125,epidemiology_change,0,0.65,186.637652435646,55.9912957306938,1.2,12,5,115.8159412522188
Therapy A,West,2023-06-01,114,1,2023-07-01,115,epidemiology_change,0,0.65,185.86354306025163,55.759062918075486,1.2,1,6,121.63891348267286
Therapy A,West,2023-06-01,114,3,2023-09-01,117,epidemiology_change,0,0.65,186.01810764886025,55.80543229465808,1.2,3,6,119.93527674155082
Therapy A,West,2023-06-01,114,6,2023-12-01,120,epidemiology_change,0,0.65,186.2501955707349,55.87505867122046,1.2,6,6,117.95560726394842
Therapy A,West,2023-06-01,114,12,2024-06-01,126,epidemiology_change,0,0.65,186.7152404783489,56.01457214350467,1.2,12,6,115.5193642329735
Therapy A,West,2023-07-01,115,1,2023-08-01,116,epidemiology_change,0,0.65,185.9408092941957,55.78224278825871,1.2,1,7,120.74450654971464
Therapy A,West,2023-07-01,115,3,2023-10-01,118,epidemiology_change,0,0.65,186.09543813759828,55.82863144127949,1.2,3,7,119.20479080374206
Therapy A,West,2023-07-01,115,6,2024-01-01,121,epidemiology_change,0,0.65,186.32762254186727,55.89828676256018,1.2,6,7,117.42544102284036
Therapy A,West,2023-07-01,115,12,2024-07-01,127,epidemiology_change,0,0.65,186.79286077555287,56.03785823266586,1.2,12,7,115.2574450817607
Therapy A,West,2023-08-01,116,1,2023-09-01,117,epidemiology_change,0,0.65,186.01810764886025,55.80543229465808,1.2,1,8,119.93527674155082
Therapy A,West,2023-08-01,116,3,2023-11-01,119,epidemiology_change,0,0.65,186.1728007737684,55.85184023213052,1.2,3,8,118.54686531944624
Therapy A,West,2023-08-01,116,6,2024-02-01,122,epidemiology_change,0,0.65,186.40508170054096,55.921524510162286,1.2,6,8,116.95112424736276
Therapy A,West,2023-08-01,116,12,2024-08-01,128,epidemiology_change,0,0.65,186.8705133406667,56.061154002200006,1.2,12,8,115.02688582575988
Therapy A,West,2023-09-01,117,1,2023-10-01,118,epidemiology_change,0,0.65,186.09543813759828,55.82863144127949,1.2,1,9,119.20479080374206
Therapy A,West,2023-09-01,117,3,2023-12-01,120,epidemiology_change,0,0.65,186.2501955707349,55.87505867122046,1.2,3,9,117.95560726394842
Therapy A,West,2023-09-01,117,6,2024-03-01,123,epidemiology_change,0,0.65,186.4825730601368,55.94477191804104,1.2,6,9,116.52775468533144
Therapy A,West,2023-09-01,117,12,2024-09-01,129,epidemiology_change,0,0.65,186.9481981871045,56.08445945613136,1.2,12,9,114.82466777383
Therapy A,West,2023-10-01,118,1,2023-11-01,119,epidemiology_change,0,0.65,186.1728007737684,55.85184023213052,1.2,1,10,118.54686531944624
Therapy A,West,2023-10-01,118,3,2024-01-01,121,epidemiology_change,0,0.65,186.32762254186727,55.89828676256018,1.2,3,10,117.42544102284036
Therapy A,West,2023-10-01,118,6,2024-04-01,124,epidemiology_change,0,0.65,186.5600966340412,55.96802899021236,1.2,6,10,116.15076986566406
Therapy A,West,2023-10-01,118,12,2024-10-01,130,epidemiology_change,0,0.65,187.02591532828623,56.10777459848587,1.2,12,10,114.64803430785186
Therapy A,West,2023-11-01,119,1,2023-12-01,120,epidemiology_change,0,0.65,186.2501955707349,55.87505867122046,1.2,1,11,117.95560726394842
Therapy A,West,2023-11-01,119,3,2024-02-01,122,epidemiology_change,0,0.65,186.40508170054096,55.921524510162286,1.2,3,11,116.95112424736276
Therapy A,West,2023-11-01,119,6,2024-05-01,125,epidemiology_change,0,0.65,186.637652435646,55.9912957306938,1.2,6,11,115.8159412522188
Therapy A,West,2023-11-01,119,12,2024-11-01,131,epidemiology_change,0,0.65,187.1036647776372,56.13109943329116,1.2,12,11,114.49447340981176
Therapy A,West,2023-12-01,120,1,2024-01-01,121,epidemiology_change,0,0.65,186.32762254186727,55.89828676256018,1.2,1,12,117.42544102284036
Therapy A,West,2023-12-01,120,3,2024-03-01,123,epidemiology_change,0,0.65,186.4825730601368,55.94477191804104,1.2,3,12,116.52775468533144
Therapy A,West,2023-12-01,120,6,2024-06-01,126,epidemiology_change,0,0.65,186.7152404783489,56.01457214350467,1.2,6,12,115.5193642329735
Therapy A,West,2023-12-01,120,12,2024-12-01,132,epidemiology_change,0,0.65,187.18144654858847,56.15443396457654,1.2,12,12,114.36170028912522
Therapy A,West,2024-01-01,121,1,2024-02-01,122,epidemiology_change,0,0.65,186.40508170054096,55.921524510162286,1.2,1,1,116.95112424736276
Therapy A,West,2024-01-01,121,3,2024-04-01,124,epidemiology_change,0,0.65,186.5600966340412,55.96802899021236,1.2,3,1,116.15076986566406
Therapy A,West,2024-01-01,121,6,2024-07-01,127,epidemiology_change,0,0.65,186.79286077555287,56.03785823266586,1.2,6,1,115.2574450817607
Therapy A,West,2024-01-01,121,12,2025-01-01,133,epidemiology_change,0,0.65,187.2592606545766,56.17777819637298,1.2,12,1,114.24764038519704
Therapy A,West,2024-02-01,122,1,2024-03-01,123,epidemiology_change,0,0.65,186.4825730601368,55.94477191804104,1.2,1,2,116.52775468533144
Therapy A,West,2024-02-01,122,3,2024-05-01,125,epidemiology_change,0,0.65,186.637652435646,55.9912957306938,1.2,3,2,115.8159412522188
Therapy A,West,2024-02-01,122,6,2024-08-01,128,epidemiology_change,0,0.65,186.8705133406667,56.061154002200006,1.2,6,2,115.02688582575988
Therapy A,West,2024-02-01,122,12,2025-02-01,134,epidemiology_change,0,0.65,187.3371071090437,56.20113213271311,1.2,12,2,114.1504129469729
Therapy A,West,2024-03-01,123,1,2024-04-01,124,epidemiology_change,0,0.65,186.5600966340412,55.96802899021236,1.2,1,3,116.15076986566406
Therapy A,West,2024-03-01,123,3,2024-06-01,126,epidemiology_change,0,0.65,186.7152404783489,56.01457214350467,1.2,3,3,115.5193642329735
Therapy A,West,2024-03-01,123,6,2024-09-01,129,epidemiology_change,0,0.65,186.9481981871045,56.08445945613136,1.2,6,3,114.82466777383
Therapy A,West,2024-03-01,123,12,2025-03-01,135,epidemiology_change,0,0.65,187.4149859254375,56.22449577763125,1.2,12,3,114.06831533191948
Therapy A,West,2024-04-01,124,1,2024-05-01,125,epidemiology_change,0,0.65,186.637652435646,55.9912957306938,1.2,1,4,115.8159412522188
Therapy A,West,2024-04-01,124,3,2024-07-01,127,epidemiology_change,0,0.65,186.79286077555287,56.03785823266586,1.2,3,4,115.2574450817607
Therapy A,West,2024-04-01,124,6,2024-10-01,130,epidemiology_change,0,0.65,187.02591532828623,56.10777459848587,1.2,6,4,114.64803430785186
Therapy A,West,2024-04-01,124,12,2025-04-01,136,epidemiology_change,0,0.65,187.49289711721133,56.2478691351634,1.2,12,4,113.99980811933398
Therapy A,West,2024-05-01,125,1,2024-06-01,126,epidemiology_change,0,0.65,186.7152404783489,56.01457214350467,1.2,1,5,115.5193642329735
Therapy A,West,2024-05-01,125,3,2024-08-01,128,epidemiology_change,0,0.65,186.8705133406667,56.061154002200006,1.2,3,5,115.02688582575988
Therapy A,West,2024-05-01,125,6,2024-11-01,131,epidemiology_change,0,0.65,187.1036647776372,56.13109943329116,1.2,6,5,114.49447340981176
Therapy A,West,2024-05-01,125,12,2025-05-01,137,epidemiology_change,0,0.65,187.57084069782425,56.27125220934728,1.2,12,5,113.94350109522377
Therapy A,West,2024-06-01,126,1,2024-07-01,127,epidemiology_change,0,0.65,186.79286077555287,56.03785823266586,1.2,1,6,115.2574450817607
Therapy A,West,2024-06-01,126,3,2024-09-01,129,epidemiology_change,0,0.65,186.9481981871045,56.08445945613136,1.2,3,6,114.82466777383
Therapy A,West,2024-06-01,126,6,2024-12-01,132,epidemiology_change,0,0.65,187.18144654858847,56.15443396457654,1.2,6,6,114.36170028912522
Therapy A,West,2024-06-01,126,12,2025-06-01,138,epidemiology_change,0,0.65,187.64881668074065,56.2946450042222,1.2,12,6,113.89814013653712
Therapy A,West,2024-07-01,127,1,2024-08-01,128,epidemiology_change,0,0.65,186.8705133406667,56.061154002200006,1.2,1,7,115.02688582575988
Therapy A,West,2024-07-01,127,3,2024-10-01,130,epidemiology_change,0,0.65,187.02591532828623,56.10777459848587,1.2,3,7,114.64803430785186
Therapy A,West,2024-07-01,127,6,2025-01-01,133,epidemiology_change,0,0.65,187.2592606545766,56.17777819637298,1.2,6,7,114.24764038519704
Therapy A,West,2024-07-01,127,12,2025-07-01,139,epidemiology_change,0,0.65,187.72682507943065,56.31804752382919,1.2,12,7,113.86259499982268
Therapy A,West,2024-08-01,128,1,2024-09-01,129,epidemiology_change,0,0.65,186.9481981871045,56.08445945613136,1.2,1,8,114.82466777383
Therapy A,West,2024-08-01,128,3,2024-11-01,131,epidemiology_change,0,0.65,187.1036647776372,56.13109943329116,1.2,3,8,114.49447340981176
Therapy A,West,2024-08-01,128,6,2025-02-01,134,epidemiology_change,0,0.65,187.3371071090437,56.20113213271311,1.2,6,8,114.1504129469729
Therapy A,West,2024-08-01,128,12,2025-08-01,140,epidemiology_change,0,0.65,187.80486590737,56.341459772211,1.2,12,8,113.83584800221615
Therapy A,West,2024-09-01,129,1,2024-10-01,130,epidemiology_change,0,0.65,187.02591532828623,56.10777459848587,1.2,1,9,114.64803430785186
Therapy A,West,2024-09-01,129,3,2024-12-01,132,epidemiology_change,0,0.65,187.18144654858847,56.15443396457654,1.2,3,9,114.36170028912522
Therapy A,West,2024-09-01,129,6,2025-03-01,135,epidemiology_change,0,0.65,187.4149859254375,56.22449577763125,1.2,6,9,114.06831533191948
Therapy A,West,2024-09-01,129,12,2025-09-01,141,epidemiology_change,0,0.65,187.88293917804,56.364881753412,1.2,12,9,113.81698356995048
Therapy A,West,2024-10-01,130,1,2024-11-01,131,epidemiology_change,0,0.65,187.1036647776372,56.13109943329116,1.2,1,10,114.49447340981176
Therapy A,West,2024-10-01,130,3,2025-01-01,133,epidemiology_change,0,0.65,187.2592606545766,56.17777819637298,1.2,3,10,114.24764038519704
Therapy A,West,2024-10-01,130,6,2025-04-01,136,epidemiology_change,0,0.65,187.49289711721133,56.2478691351634,1.2,6,10,113.99980811933398
Therapy A,West,2024-10-01,130,12,2025-10-01,142,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,12,10,113.80517862048916
Therapy A,West,2024-11-01,131,1,2024-12-01,132,epidemiology_change,0,0.65,187.18144654858847,56.15443396457654,1.2,1,11,114.36170028912522
Therapy A,West,2024-11-01,131,3,2025-02-01,134,epidemiology_change,0,0.65,187.3371071090437,56.20113213271311,1.2,3,11,114.1504129469729
Therapy A,West,2024-11-01,131,6,2025-05-01,137,epidemiology_change,0,0.65,187.57084069782425,56.27125220934728,1.2,6,11,113.94350109522377
Therapy A,West,2024-11-01,131,12,2025-11-01,143,epidemiology_change,0,0.65,188.0391831015254,56.41175493045762,1.2,12,11,113.7996937381602
Therapy A,West,2024-12-01,132,1,2025-01-01,133,epidemiology_change,0,0.65,187.2592606545766,56.17777819637298,1.2,1,12,114.24764038519704
Therapy A,West,2024-12-01,132,3,2025-03-01,135,epidemiology_change,0,0.65,187.4149859254375,56.22449577763125,1.2,3,12,114.06831533191948
Therapy A,West,2024-12-01,132,6,2025-06-01,138,epidemiology_change,0,0.65,187.64881668074065,56.2946450042222,1.2,6,12,113.89814013653712
Therapy A,West,2024-12-01,132,12,2025-12-01,144,epidemiology_change,0,0.65,188.11735378133145,56.43520613439942,1.2,12,12,113.79986509921564
Therapy A,West,2025-01-01,133,1,2025-02-01,134,epidemiology_change,0,0.65,187.3371071090437,56.20113213271311,1.2,1,1,114.1504129469729
Therapy A,West,2025-01-01,133,3,2025-04-01,136,epidemiology_change,0,0.65,187.49289711721133,56.2478691351634,1.2,3,1,113.99980811933398
Therapy A,West,2025-01-01,133,6,2025-07-01,139,epidemiology_change,0,0.65,187.72682507943065,56.31804752382919,1.2,6,1,113.86259499982268
Therapy A,West,2025-02-01,134,1,2025-03-01,135,epidemiology_change,0,0.65,187.4149859254375,56.22449577763125,1.2,1,2,114.06831533191948
Therapy A,West,2025-02-01,134,3,2025-05-01,137,epidemiology_change,0,0.65,187.57084069782425,56.27125220934728,1.2,3,2,113.94350109522377
Therapy A,West,2025-02-01,134,6,2025-08-01,140,epidemiology_change,0,0.65,187.80486590737,56.341459772211,1.2,6,2,113.83584800221615
Therapy A,West,2025-03-01,135,1,2025-04-01,136,epidemiology_change,0,0.65,187.49289711721133,56.2478691351634,1.2,1,3,113.99980811933398
Therapy A,West,2025-03-01,135,3,2025-06-01,138,epidemiology_change,0,0.65,187.64881668074065,56.2946450042222,1.2,3,3,113.89814013653712
Therapy A,West,2025-03-01,135,6,2025-09-01,141,epidemiology_change,0,0.65,187.88293917804,56.364881753412,1.2,6,3,113.81698356995048
Therapy A,West,2025-04-01,136,1,2025-05-01,137,epidemiology_change,0,0.65,187.57084069782425,56.27125220934728,1.2,1,4,113.94350109522377
Therapy A,West,2025-04-01,136,3,2025-07-01,139,epidemiology_change,0,0.65,187.72682507943065,56.31804752382919,1.2,3,4,113.86259499982268
Therapy A,West,2025-04-01,136,6,2025-10-01,142,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,6,4,113.80517862048916
Therapy A,West,2025-05-01,137,1,2025-06-01,138,epidemiology_change,0,0.65,187.64881668074065,56.2946450042222,1.2,1,5,113.89814013653712
Therapy A,West,2025-05-01,137,3,2025-08-01,140,epidemiology_change,0,0.65,187.80486590737,56.341459772211,1.2,3,5,113.83584800221615
Therapy A,West,2025-05-01,137,6,2025-11-01,143,epidemiology_change,0,0.65,188.0391831015254,56.41175493045762,1.2,6,5,113.7996937381602
Therapy A,West,2025-06-01,138,1,2025-07-01,139,epidemiology_change,0,0.65,187.72682507943065,56.31804752382919,1.2,1,6,113.86259499982268
Therapy A,West,2025-06-01,138,3,2025-09-01,141,epidemiology_change,0,0.65,187.88293917804,56.364881753412,1.2,3,6,113.81698356995048
Therapy A,West,2025-06-01,138,6,2025-12-01,144,epidemiology_change,0,0.65,188.11735378133145,56.43520613439942,1.2,6,6,113.79986509921564
Therapy A,West,2025-07-01,139,1,2025-08-01,140,epidemiology_change,0,0.65,187.80486590737,56.341459772211,1.2,1,7,113.83584800221615
Therapy A,West,2025-07-01,139,3,2025-10-01,142,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,3,7,113.80517862048916
Therapy A,West,2025-08-01,140,1,2025-09-01,141,epidemiology_change,0,0.65,187.88293917804,56.364881753412,1.2,1,8,113.81698356995048
Therapy A,West,2025-08-01,140,3,2025-11-01,143,epidemiology_change,0,0.65,188.0391831015254,56.41175493045762,1.2,3,8,113.7996937381602
Therapy A,West,2025-09-01,141,1,2025-10-01,142,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,1,9,113.80517862048916
Therapy A,West,2025-09-01,141,3,2025-12-01,144,epidemiology_change,0,0.65,188.11735378133145,56.43520613439942,1.2,3,9,113.79986509921564
Therapy A,West,2025-10-01,142,1,2025-11-01,143,epidemiology_change,0,0.65,188.0391831015254,56.41175493045762,1.2,1,10,113.7996937381602
Therapy A,West,2025-11-01,143,1,2025-12-01,144,epidemiology_change,0,0.65,188.11735378133145,56.43520613439942,1.2,1,11,113.79986509921564
Therapy B,East,2015-01-01,13,1,2015-02-01,14,early_market_before_b_launch,0,,139.66761277279377,41.90028383183813,0.4046755373782051,1,1,0.0
Therapy B,East,2015-01-01,13,3,2015-04-01,16,early_market_before_b_launch,0,,139.78376070990254,41.93512821297076,0.4046755373782051,3,1,0.0
Therapy B,East,2015-01-01,13,6,2015-07-01,19,b_launch_growth,0,0.5,139.95816374488138,41.98744912346441,0.4046755373782051,6,1,4.057676353399432
Therapy B,East,2015-01-01,13,12,2016-01-01,25,b_launch_growth,0,0.5,140.307622875,42.0922868625,0.4046755373782051,12,1,35.41001415475134
Therapy B,East,2015-02-01,14,1,2015-03-01,15,early_market_before_b_launch,0,,139.7256746727513,41.91770240182539,0.4046755373782051,1,2,0.0
Therapy B,East,2015-02-01,14,3,2015-05-01,17,early_market_before_b_launch,0,,139.84187089428167,41.9525612682845,0.4046755373782051,3,2,0.0
Therapy B,East,2015-02-01,14,6,2015-08-01,20,b_launch_growth,0,0.5,140.01634643119112,42.00490392935733,0.4046755373782051,6,2,8.40084665945297
Therapy B,East,2015-02-01,14,12,2016-02-01,26,b_launch_growth,0,0.5,140.36595083665773,42.10978525099732,0.4046755373782051,12,2,41.95217020024272
Therapy B,East,2015-03-01,15,1,2015-04-01,16,early_market_before_b_launch,0,,139.78376070990254,41.93512821297076,0.4046755373782051,1,3,0.0
Therapy B,East,2015-03-01,15,3,2015-06-01,18,early_market_before_b_launch,0,,139.90000523592707,41.97000157077812,0.4046755373782051,3,3,0.0
Therapy B,East,2015-03-01,15,6,2015-09-01,21,b_launch_growth,0,0.5,140.07455330490728,42.022365991472185,0.4046755373782051,6,3,13.065537463736831
Therapy B,East,2015-03-01,15,12,2016-03-01,27,b_launch_growth,0,0.5,140.42430304611506,42.127290913834514,0.4046755373782051,12,3,48.8525976778854
Therapy B,East,2015-04-01,16,1,2015-05-01,17,early_market_before_b_launch,0,,139.84187089428167,41.9525612682845,0.4046755373782051,1,4,0.0
Therapy B,East,2015-04-01,16,3,2015-07-01,19,b_launch_growth,0,0.5,139.95816374488138,41.98744912346441,0.4046755373782051,3,4,4.057676353399432
Therapy B,East,2015-04-01,16,6,2015-10-01,22,b_launch_growth,0,0.5,140.1327843760849,42.039835312825474,0.4046755373782051,6,4,18.081633429013017
Therapy B,East,2015-04-01,16,12,2016-04-01,28,b_launch_growth,0,0.5,140.48267951345207,42.14480385403562,0.4046755373782051,12,4,56.08022551096805
Therapy B,East,2015-05-01,17,1,2015-06-01,18,early_market_before_b_launch,0,,139.90000523592707,41.97000157077812,0.4046755373782051,1,5,0.0
Therapy B,East,2015-05-01,17,3,2015-08-01,20,b_launch_growth,0,0.5,140.01634643119112,42.00490392935733,0.4046755373782051,3,5,8.40084665945297
Therapy B,East,2015-05-01,17,6,2015-11-01,23,b_launch_growth,0,0.5,140.19103965478328,42.05731189643498,0.4046755373782051,6,5,23.47112836617372
Therapy B,East,2015-05-01,17,12,2016-05-01,29,b_launch_growth,0,0.5,140.54108024875313,42.162324074625936,0.4046755373782051,12,5,63.59461815222362
Therapy B,East,2015-06-01,18,1,2015-07-01,19,b_launch_growth,0,0.5,139.95816374488138,41.98744912346441,0.4046755373782051,1,6,4.057676353399432
Therapy B,East,2015-06-01,18,3,2015-09-01,21,b_launch_growth,0,0.5,140.07455330490728,42.022365991472185,0.4046755373782051,3,6,13.065537463736831
Therapy B,East,2015-06-01,18,6,2015-12-01,24,b_launch_growth,0,0.5,140.24931915106575,42.074795745319726,0.4046755373782051,6,6,29.246591825147927
Therapy B,East,2015-06-01,18,12,2016-06-01,30,b_launch_growth,0,0.5,140.59950526210673,42.17985157863202,0.4046755373782051,12,6,71.34773467632463
Therapy B,East,2015-07-01,19,1,2015-08-01,20,b_launch_growth,0,0.5,140.01634643119112,42.00490392935733,0.4046755373782051,1,7,8.40084665945297
Therapy B,East,2015-07-01,19,3,2015-10-01,22,b_launch_growth,0,0.5,140.1327843760849,42.039835312825474,0.4046755373782051,3,7,18.081633429013017
Therapy B,East,2015-07-01,19,6,2016-01-01,25,b_launch_growth,0,0.5,140.307622875,42.0922868625,0.4046755373782051,6,7,35.41001415475134
Therapy B,East,2015-07-01,19,12,2016-07-01,31,b_launch_growth,0,0.5,140.65795456360576,42.19738636908173,0.4046755373782051,12,7,79.28604737872249
Therapy B,East,2015-08-01,20,1,2015-09-01,21,b_launch_growth,0,0.5,140.07455330490728,42.022365991472185,0.4046755373782051,1,8,13.065537463736831
Therapy B,East,2015-08-01,20,3,2015-11-01,23,b_launch_growth,0,0.5,140.19103965478328,42.05731189643498,0.4046755373782051,3,8,23.47112836617372
Therapy B,East,2015-08-01,20,6,2016-02-01,26,b_launch_growth,0,0.5,140.36595083665773,42.10978525099732,0.4046755373782051,6,8,41.95217020024272
Therapy B,East,2015-08-01,20,12,2016-08-01,32,b_launch_growth,0,0.5,140.71642816334705,42.21492844900411,0.4046755373782051,12,8,87.35283306708939
Therapy B,East,2015-09-01,21,1,2015-10-01,22,b_launch_growth,0,0.5,140.1327843760849,42.039835312825474,0.4046755373782051,1,9,18.081633429013017
Therapy B,East,2015-09-01,21,3,2015-12-01,24,b_launch_growth,0,0.5,140.24931915106575,42.074795745319726,0.4046755373782051,3,9,29.246591825147927
Therapy B,East,2015-09-01,21,6,2016-03-01,27,b_launch_growth,0,0.5,140.42430304611506,42.127290913834514,0.4046755373782051,6,9,48.8525976778854
Therapy B,East,2015-09-01,21,12,2016-09-01,33,b_launch_growth,0,0.5,140.77492607143176,42.232477821429526,0.4046755373782051,12,9,95.49044601987312
Therapy B,East,2015-10-01,22,1,2015-11-01,23,b_launch_growth,0,0.5,140.19103965478328,42.05731189643498,0.4046755373782051,1,10,23.47112836617372
Therapy B,East,2015-10-01,22,3,2016-01-01,25,b_launch_growth,0,0.5,140.307622875,42.0922868625,0.4046755373782051,3,10,35.41001415475134
Therapy B,East,2015-10-01,22,6,2016-04-01,28,b_launch_growth,0,0.5,140.48267951345207,42.14480385403562,0.4046755373782051,6,10,56.08022551096805
Therapy B,East,2015-10-01,22,12,2016-10-01,34,b_launch_growth,0,0.5,140.83344829796533,42.2500344893896,0.4046755373782051,12,10,103.64240359970869
Therapy B,East,2015-11-01,23,1,2015-12-01,24,b_launch_growth,0,0.5,140.24931915106575,42.074795745319726,0.4046755373782051,1,11,29.246591825147927
Therapy B,East,2015-11-01,23,3,2016-02-01,26,b_launch_growth,0,0.5,140.36595083665773,42.10978525099732,0.4046755373782051,3,11,41.95217020024272
Therapy B,East,2015-11-01,23,6,2016-05-01,29,b_launch_growth,0,0.5,140.54108024875313,42.162324074625936,0.4046755373782051,6,11,63.59461815222362
Therapy B,East,2015-11-01,23,12,2016-11-01,35,b_launch_growth,0,0.5,140.89199485305718,42.26759845591715,0.4046755373782051,12,11,111.75515712485632
Therapy B,East,2015-12-01,24,1,2016-01-01,25,b_launch_growth,0,0.5,140.307622875,42.0922868625,0.4046755373782051,1,12,35.41001415475134
Therapy B,East,2015-12-01,24,3,2016-03-01,27,b_launch_growth,0,0.5,140.42430304611506,42.127290913834514,0.4046755373782051,3,12,48.8525976778854
Therapy B,East,2015-12-01,24,6,2016-06-01,30,b_launch_growth,0,0.5,140.59950526210673,42.17985157863202,0.4046755373782051,6,12,71.34773467632463
Therapy B,East,2015-12-01,24,12,2016-12-01,36,b_launch_growth,0,0.5,140.95056574682107,42.28516972404632,0.4046755373782051,12,12,119.77947193616512
Therapy B,East,2016-01-01,25,1,2016-02-01,26,b_launch_growth,0,0.5,140.36595083665773,42.10978525099732,0.4046755373782051,1,1,41.95217020024272
Therapy B,East,2016-01-01,25,3,2016-04-01,28,b_launch_growth,0,0.5,140.48267951345207,42.14480385403562,0.4046755373782051,3,1,56.08022551096805
Therapy B,East,2016-01-01,25,6,2016-07-01,31,b_launch_growth,0,0.5,140.65795456360576,42.19738636908173,0.4046755373782051,6,1,79.28604737872249
Therapy B,East,2016-01-01,25,12,2017-01-01,37,b_launch_growth,0,0.5,141.00916098937498,42.30274829681249,0.4046755373782051,12,1,127.67139152876868
Therapy B,East,2016-02-01,26,1,2016-03-01,27,b_launch_growth,0,0.5,140.42430304611506,42.127290913834514,0.4046755373782051,1,2,48.8525976778854
Therapy B,East,2016-02-01,26,3,2016-05-01,29,b_launch_growth,0,0.5,140.54108024875313,42.162324074625936,0.4046755373782051,3,2,63.59461815222362
Therapy B,East,2016-02-01,26,6,2016-08-01,32,b_launch_growth,0,0.5,140.71642816334705,42.21492844900411,0.4046755373782051,6,2,87.35283306708939
Therapy B,East,2016-02-01,26,12,2017-02-01,38,b_launch_growth,0,0.5,141.067780590841,42.3203341772523,0.4046755373782051,12,2,135.39280332330088
Therapy B,East,2016-03-01,27,1,2016-04-01,28,b_launch_growth,0,0.5,140.48267951345207,42.14480385403562,0.4046755373782051,1,3,56.08022551096805
Therapy B,East,2016-03-01,27,3,2016-06-01,30,b_launch_growth,0,0.5,140.59950526210673,42.17985157863202,0.4046755373782051,3,3,71.34773467632463
Therapy B,East,2016-03-01,27,6,2016-09-01,33,b_launch_growth,0,0.5,140.77492607143176,42.232477821429526,0.4046755373782051,6,3,95.49044601987312
Therapy B,East,2016-03-01,27,12,2017-03-01,39,b_launch_growth,0,0.5,141.1264245613456,42.33792736840368,0.4046755373782051,12,3,142.9116538650261
Therapy B,East,2016-04-01,28,1,2016-05-01,29,b_launch_growth,0,0.5,140.54108024875313,42.162324074625936,0.4046755373782051,1,4,63.59461815222362
Therapy B,East,2016-04-01,28,3,2016-07-01,31,b_launch_growth,0,0.5,140.65795456360576,42.19738636908173,0.4046755373782051,3,4,79.28604737872249
Therapy B,East,2016-04-01,28,6,2016-10-01,34,b_launch_growth,0,0.5,140.83344829796533,42.2500344893896,0.4046755373782051,6,4,103.64240359970869
Therapy B,East,2016-04-01,28,12,2017-04-01,40,b_launch_growth,0,0.5,141.1850929110193,42.35552787330579,0.4046755373782051,12,4,150.20187817241296
Therapy B,East,2016-05-01,29,1,2016-06-01,30,b_launch_growth,0,0.5,140.59950526210673,42.17985157863202,0.4046755373782051,1,5,71.34773467632463
Therapy B,East,2016-05-01,29,3,2016-08-01,32,b_launch_growth,0,0.5,140.71642816334705,42.21492844900411,0.4046755373782051,3,5,87.35283306708939
Therapy B,East,2016-05-01,29,6,2016-11-01,35,b_launch_growth,0,0.5,140.89199485305718,42.26759845591715,0.4046755373782051,6,5,111.75515712485632
Therapy B,East,2016-05-01,29,12,2017-05-01,41,b_launch_growth,0,0.5,141.24378564999685,42.37313569499906,0.4046755373782051,12,5,157.2431133401924
Therapy B,East,2016-06-01,30,1,2016-07-01,31,b_launch_growth,0,0.5,140.65795456360576,42.19738636908173,0.4046755373782051,1,6,79.28604737872249
