therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,sales_at_forecast_origin,sales_lag_1,sales_lag_3,sales_lag_6,sales_lag_12,rolling_mean_3,rolling_mean_6,rolling_sd_6,sales_change_vs_3_months_ago,therapy_age_months,calendar_month,calendar_year,horizon_months,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_observed_sales_units
Therapy A,East,2020-01-01,73,1,2020-02-01,74,access_expansion,0,161.75833661259284,162.60066930107251,164.52676702946445,168.12878017133357,178.82310615774355,163.5495604042138,165.20404901842633,2.0696759451195974,-2.7684304168716096,73,1,2020,1,0.55,143.1943950167205,42.95831850501615,0.72,160.98806466619052
Therapy A,East,2020-01-01,73,3,2020-04-01,76,access_expansion,0,161.75833661259284,162.60066930107251,164.52676702946445,168.12878017133357,178.82310615774355,163.5495604042138,165.20404901842633,2.0696759451195974,-2.7684304168716096,73,1,2020,3,0.55,143.3134758347895,42.99404275043685,0.72,159.64134897183095
Therapy A,East,2020-01-01,73,6,2020-07-01,79,access_expansion,0,161.75833661259284,162.60066930107251,164.52676702946445,168.12878017133357,178.82310615774355,163.5495604042138,165.20404901842633,2.0696759451195974,-2.7684304168716096,73,1,2020,6,0.55,143.4922827649509,43.04768482948526,0.72,158.03302103078906
Therapy A,East,2020-01-01,73,12,2021-01-01,85,overlapping_competitor_launch,0,161.75833661259284,162.60066930107251,164.52676702946445,168.12878017133357,178.82310615774355,163.5495604042138,165.20404901842633,2.0696759451195974,-2.7684304168716096,73,1,2020,12,0.55,143.85056617602206,43.155169852806615,,155.31477050701753
Therapy A,East,2020-02-01,74,1,2020-03-01,75,access_expansion,0,160.98806466619052,161.75833661259284,163.52124488210444,166.8223295866256,176.64191705717178,162.62675026525662,164.1423084253029,1.8959385925417125,-2.533180215913916,74,2,2020,1,0.55,143.2539230524109,42.97617691572327,0.72,160.28415353649137
Therapy A,East,2020-02-01,74,3,2020-05-01,77,access_expansion,0,160.98806466619052,161.75833661259284,163.52124488210444,166.8223295866256,176.64191705717178,162.62675026525662,164.1423084253029,1.8959385925417125,-2.533180215913916,74,2,2020,3,0.55,143.37305337414367,43.0119160122431,0.72,159.05480843478455
Therapy A,East,2020-02-01,74,6,2020-08-01,80,access_expansion,0,160.98806466619052,161.75833661259284,163.52124488210444,166.8223295866256,176.64191705717178,162.62675026525662,164.1423084253029,1.8959385925417125,-2.533180215913916,74,2,2020,6,0.55,143.5519346370003,43.06558039110009,0.72,157.5898752761282
Therapy A,East,2020-02-01,74,12,2021-02-01,86,overlapping_competitor_launch,0,160.98806466619052,161.75833661259284,163.52124488210444,166.8223295866256,176.64191705717178,162.62675026525662,164.1423084253029,1.8959385925417125,-2.533180215913916,74,2,2020,12,0.55,143.91036699180407,43.17311009754122,,154.41728379561823
Therapy A,East,2020-03-01,75,1,2020-04-01,76,access_expansion,0,160.28415353649137,160.98806466619052,162.60066930107251,165.62450313995743,174.6375075658165,161.78235685995196,163.1699309385637,1.735888714169415,-2.3165157645811405,75,3,2020,1,0.55,143.3134758347895,42.99404275043685,0.72,159.64134897183095
Therapy A,East,2020-03-01,75,3,2020-06-01,78,access_expansion,0,160.28415353649137,160.98806466619052,162.60066930107251,165.62450313995743,174.6375075658165,161.78235685995196,163.1699309385637,1.735888714169415,-2.3165157645811405,75,3,2020,3,0.55,143.43265568076544,43.02979670422963,0.72,158.52006958158432
Therapy A,East,2020-03-01,75,6,2020-09-01,81,access_expansion,0,160.28415353649137,160.98806466619052,162.60066930107251,165.62450313995743,174.6375075658165,161.78235685995196,163.1699309385637,1.735888714169415,-2.3165157645811405,75,3,2020,6,0.55,143.61161130721848,43.08348339216554,0.72,157.18714360383348
Therapy A,East,2020-03-01,75,12,2021-03-01,87,overlapping_competitor_launch,0,160.28415353649137,160.98806466619052,162.60066930107251,165.62450313995743,174.6375075658165,161.78235685995196,163.1699309385637,1.735888714169415,-2.3165157645811405,75,3,2020,12,0.55,143.97019266767296,43.19105780030189,,153.48841603547197
Therapy A,East,2020-04-01,76,1,2020-05-01,77,access_expansion,0,159.64134897183095,160.28415353649137,161.75833661259284,164.52676702946445,172.79618803407774,161.0101849384249,162.27987267131937,1.5884654448756508,-2.1169876407618915,76,4,2020,1,0.55,143.37305337414367,43.0119160122431,0.72,159.05480843478455
Therapy A,East,2020-04-01,76,3,2020-07-01,79,access_expansion,0,159.64134897183095,160.28415353649137,161.75833661259284,164.52676702946445,172.79618803407774,161.0101849384249,162.27987267131937,1.5884654448756508,-2.1169876407618915,76,4,2020,3,0.55,143.4922827649509,43.04768482948526,0.72,158.03302103078906
Therapy A,East,2020-04-01,76,6,2020-10-01,82,access_expansion,0,159.64134897183095,160.28415353649137,161.75833661259284,164.52676702946445,172.79618803407774,161.0101849384249,162.27987267131937,1.5884654448756508,-2.1169876407618915,76,4,2020,6,0.55,143.6713127859143,43.10139383577429,0.72,156.8216128807403
Therapy A,East,2020-04-01,76,12,2021-04-01,88,overlapping_competitor_launch,0,159.64134897183095,160.28415353649137,161.75833661259284,164.52676702946445,172.79618803407774,161.0101849384249,162.27987267131937,1.5884654448756508,-2.1169876407618915,76,4,2020,12,0.55,144.03004321396338,43.20901296418901,,152.51918690187665
Therapy A,East,2020-05-01,77,1,2020-06-01,78,access_expansion,0,159.05480843478455,159.64134897183095,160.98806466619052,163.52124488210444,171.1052902881341,160.30452239150426,161.46563632838044,1.4526871976404578,-1.9332562314059771,77,5,2020,1,0.55,143.43265568076544,43.02979670422963,0.72,158.52006958158432
Therapy A,East,2020-05-01,77,3,2020-08-01,80,access_expansion,0,159.05480843478455,159.64134897183095,160.98806466619052,163.52124488210444,171.1052902881341,160.30452239150426,161.46563632838044,1.4526871976404578,-1.9332562314059771,77,5,2020,3,0.55,143.5519346370003,43.06558039110009,0.72,157.5898752761282
Therapy A,East,2020-05-01,77,6,2020-11-01,83,access_expansion,0,159.05480843478455,159.64134897183095,160.98806466619052,163.52124488210444,171.1052902881341,160.30452239150426,161.46563632838044,1.4526871976404578,-1.9332562314059771,77,5,2020,6,0.55,143.73103908340113,43.11931172502034,0.72,156.49032408578054
Therapy A,East,2020-05-01,77,12,2021-05-01,89,overlapping_competitor_launch,0,159.05480843478455,159.64134897183095,160.98806466619052,163.52124488210444,171.1052902881341,160.30452239150426,161.46563632838044,1.4526871976404578,-1.9332562314059771,77,5,2020,12,0.55,144.0899186410144,43.22697559230432,,151.5016477884913
Therapy A,East,2020-06-01,78,1,2020-07-01,79,access_expansion,0,158.52006958158432,159.05480843478455,160.28415353649137,162.60066930107251,169.5530979124557,159.6601036477023,160.72123025382712,1.3276462370939144,-1.7640839549070506,78,6,2020,1,0.55,143.4922827649509,43.04768482948526,0.72,158.03302103078906
Therapy A,East,2020-06-01,78,3,2020-09-01,81,access_expansion,0,158.52006958158432,159.05480843478455,160.28415353649137,162.60066930107251,169.5530979124557,159.6601036477023,160.72123025382712,1.3276462370939144,-1.7640839549070506,78,6,2020,3,0.55,143.61161130721848,43.08348339216554,0.72,157.18714360383348
Therapy A,East,2020-06-01,78,6,2020-12-01,84,access_expansion,0,158.52006958158432,159.05480843478455,160.28415353649137,162.60066930107251,169.5530979124557,159.6601036477023,160.72123025382712,1.3276462370939144,-1.7640839549070506,78,6,2020,6,0.55,143.7907902099964,43.13723706299892,0.72,156.19055246402917
Therapy A,East,2020-06-01,78,12,2021-06-01,90,overlapping_competitor_launch,0,158.52006958158432,159.05480843478455,160.28415353649137,162.60066930107251,169.5530979124557,159.6601036477023,160.72123025382712,1.3276462370939144,-1.7640839549070506,78,6,2020,12,0.55,144.1498189591693,43.24494568775079,1.22,150.42925212349903
Therapy A,East,2020-07-01,79,1,2020-08-01,80,access_expansion,0,158.03302103078906,158.52006958158432,159.64134897183095,161.75833661259284,168.12878017133357,159.07207566273328,160.04113030057908,1.2125035380251912,-1.6083279410418925,79,7,2020,1,0.55,143.5519346370003,43.06558039110009,0.72,157.5898752761282
Therapy A,East,2020-07-01,79,3,2020-10-01,82,access_expansion,0,158.03302103078906,158.52006958158432,159.64134897183095,161.75833661259284,168.12878017133357,159.07207566273328,160.04113030057908,1.2125035380251912,-1.6083279410418925,79,7,2020,3,0.55,143.6713127859143,43.10139383577429,0.72,156.8216128807403
Therapy A,East,2020-07-01,79,6,2021-01-01,85,overlapping_competitor_launch,0,158.03302103078906,158.52006958158432,159.64134897183095,161.75833661259284,168.12878017133357,159.07207566273328,160.04113030057908,1.2125035380251912,-1.6083279410418925,79,7,2020,6,0.55,143.85056617602206,43.155169852806615,1.22,155.31477050701753
Therapy A,East,2020-07-01,79,12,2021-07-01,91,overlapping_competitor_launch,0,158.03302103078906,158.52006958158432,159.64134897183095,161.75833661259284,168.12878017133357,159.07207566273328,160.04113030057908,1.2125035380251912,-1.6083279410418925,79,7,2020,12,0.55,144.20974417877562,43.262923253632685,1.22,149.29722850469528
Therapy A,East,2020-08-01,80,1,2020-09-01,81,access_expansion,0,157.5898752761282,158.03302103078906,159.05480843478455,160.98806466619052,166.8223295866256,158.53596634905264,159.42024437027848,1.1064839302351455,-1.4649331586563505,80,8,2020,1,0.55,143.61161130721848,43.08348339216554,0.72,157.18714360383348
Therapy A,East,2020-08-01,80,3,2020-11-01,83,access_expansion,0,157.5898752761282,158.03302103078906,159.05480843478455,160.98806466619052,166.8223295866256,158.53596634905264,159.42024437027848,1.1064839302351455,-1.4649331586563505,80,8,2020,3,0.55,143.73103908340113,43.11931172502034,0.72,156.49032408578054
Therapy A,East,2020-08-01,80,6,2021-02-01,86,overlapping_competitor_launch,0,157.5898752761282,158.03302103078906,159.05480843478455,160.98806466619052,166.8223295866256,158.53596634905264,159.42024437027848,1.1064839302351455,-1.4649331586563505,80,8,2020,6,0.55,143.91036699180407,43.17311009754122,1.22,154.41728379561823
Therapy A,East,2020-08-01,80,12,2021-08-01,92,overlapping_competitor_launch,0,157.5898752761282,158.03302103078906,159.05480843478455,160.98806466619052,166.8223295866256,158.53596634905264,159.42024437027848,1.1064839302351455,-1.4649331586563505,80,8,2020,12,0.55,144.26969431018526,43.280908293055575,1.22,148.1029157542659
Therapy A,East,2020-09-01,81,1,2020-10-01,82,access_expansion,0,157.18714360383348,157.5898752761282,158.52006958158432,160.28415353649137,165.62450313995743,158.04765529616716,158.85387947193473,1.0088715271464967,-1.3329259777508469,81,9,2020,1,0.55,143.6713127859143,43.10139383577429,0.72,156.8216128807403
Therapy A,East,2020-09-01,81,3,2020-12-01,84,access_expansion,0,157.18714360383348,157.5898752761282,158.52006958158432,160.28415353649137,165.62450313995743,158.04765529616716,158.85387947193473,1.0088715271464967,-1.3329259777508469,81,9,2020,3,0.55,143.7907902099964,43.13723706299892,0.72,156.19055246402917
Therapy A,East,2020-09-01,81,6,2021-03-01,87,overlapping_competitor_launch,0,157.18714360383348,157.5898752761282,158.52006958158432,160.28415353649137,165.62450313995743,158.04765529616716,158.85387947193473,1.0088715271464967,-1.3329259777508469,81,9,2020,6,0.55,143.97019266767296,43.19105780030189,1.22,153.48841603547197
Therapy A,East,2020-09-01,81,12,2021-09-01,93,overlapping_competitor_launch,0,157.18714360383348,157.5898752761282,158.52006958158432,160.28415353649137,165.62450313995743,158.04765529616716,158.85387947193473,1.0088715271464967,-1.3329259777508469,81,9,2020,12,0.55,144.32966936375456,43.298900809126366,1.22,146.84601495559815
Therapy A,East,2020-10-01,82,1,2020-11-01,83,access_expansion,0,156.8216128807403,157.18714360383348,158.03302103078906,159.64134897183095,164.52676702946445,157.6033466369169,158.33771114982508,0.919005432542115,-1.2114081500487544,82,10,2020,1,0.55,143.73103908340113,43.11931172502034,0.72,156.49032408578054
Therapy A,East,2020-10-01,82,3,2021-01-01,85,overlapping_competitor_launch,0,156.8216128807403,157.18714360383348,158.03302103078906,159.64134897183095,164.52676702946445,157.6033466369169,158.33771114982508,0.919005432542115,-1.2114081500487544,82,10,2020,3,0.55,143.85056617602206,43.155169852806615,1.22,155.31477050701753
Therapy A,East,2020-10-01,82,6,2021-04-01,88,overlapping_competitor_launch,0,156.8216128807403,157.18714360383348,158.03302103078906,159.64134897183095,164.52676702946445,157.6033466369169,158.33771114982508,0.919005432542115,-1.2114081500487544,82,10,2020,6,0.55,144.03004321396338,43.20901296418901,1.22,152.51918690187665
Therapy A,East,2020-10-01,82,12,2021-10-01,94,overlapping_competitor_launch,0,156.8216128807403,157.18714360383348,158.03302103078906,159.64134897183095,164.52676702946445,157.6033466369169,158.33771114982508,0.919005432542115,-1.2114081500487544,82,10,2020,12,0.55,144.3896693498439,43.31690080495317,1.22,145.52871709638202
Therapy A,East,2020-11-01,83,1,2020-12-01,84,access_expansion,0,156.49032408578054,156.8216128807403,157.5898752761282,159.05480843478455,163.52124488210444,157.199543920234,157.86775513464332,0.8362757175159388,-1.099551190347654,83,11,2020,1,0.55,143.7907902099964,43.13723706299892,0.72,156.19055246402917
Therapy A,East,2020-11-01,83,3,2021-02-01,86,overlapping_competitor_launch,0,156.49032408578054,156.8216128807403,157.5898752761282,159.05480843478455,163.52124488210444,157.199543920234,157.86775513464332,0.8362757175159388,-1.099551190347654,83,11,2020,3,0.55,143.91036699180407,43.17311009754122,1.22,154.41728379561823
Therapy A,East,2020-11-01,83,6,2021-05-01,89,overlapping_competitor_launch,0,156.49032408578054,156.8216128807403,157.5898752761282,159.05480843478455,163.52124488210444,157.199543920234,157.86775513464332,0.8362757175159388,-1.099551190347654,83,11,2020,6,0.55,144.0899186410144,43.22697559230432,1.22,151.5016477884913
Therapy A,East,2020-11-01,83,12,2021-11-01,95,overlapping_competitor_launch,0,156.49032408578054,156.8216128807403,157.5898752761282,159.05480843478455,163.52124488210444,157.199543920234,157.86775513464332,0.8362757175159388,-1.099551190347654,83,11,2020,12,0.55,144.4496942788181,43.33490828364543,1.22,144.15567701185796
Therapy A,East,2020-12-01,84,1,2021-01-01,85,overlapping_competitor_launch,0,156.19055246402917,156.49032408578054,157.18714360383348,158.52006958158432,162.60066930107251,156.83302685678476,157.44034107647596,0.7601196580558303,-0.996591139804309,84,12,2020,1,0.55,143.85056617602206,43.155169852806615,1.22,155.31477050701753
Therapy A,East,2020-12-01,84,3,2021-03-01,87,overlapping_competitor_launch,0,156.19055246402917,156.49032408578054,157.18714360383348,158.52006958158432,162.60066930107251,156.83302685678476,157.44034107647596,0.7601196580558303,-0.996591139804309,84,12,2020,3,0.55,143.97019266767296,43.19105780030189,1.22,153.48841603547197
Therapy A,East,2020-12-01,84,6,2021-06-01,90,overlapping_competitor_launch,0,156.19055246402917,156.49032408578054,157.18714360383348,158.52006958158432,162.60066930107251,156.83302685678476,157.44034107647596,0.7601196580558303,-0.996591139804309,84,12,2020,6,0.55,144.1498189591693,43.24494568775079,1.22,150.42925212349903
Therapy A,East,2020-12-01,84,12,2021-12-01,96,overlapping_competitor_launch,0,156.19055246402917,156.49032408578054,157.18714360383348,158.52006958158432,162.60066930107251,156.83302685678476,157.44034107647596,0.7601196580558303,-0.996591139804309,84,12,2020,12,0.55,144.50974416104637,43.35292324831391,1.22,142.73382346583543
Therapy A,East,2021-01-01,85,1,2021-02-01,86,overlapping_competitor_launch,0,155.31477050701753,156.19055246402917,156.8216128807403,158.03302103078906,161.75833661259284,156.50082981018335,157.0520882235501,0.6900182225191329,-1.506842373722776,85,1,2021,1,0.55,143.91036699180407,43.17311009754122,1.22,154.41728379561823
Therapy A,East,2021-01-01,85,3,2021-04-01,88,overlapping_competitor_launch,0,155.31477050701753,156.19055246402917,156.8216128807403,158.03302103078906,161.75833661259284,156.50082981018335,157.0520882235501,0.6900182225191329,-1.506842373722776,85,1,2021,3,0.55,144.03004321396338,43.20901296418901,1.22,152.51918690187665
Therapy A,East,2021-01-01,85,6,2021-07-01,91,overlapping_competitor_launch,0,155.31477050701753,156.19055246402917,156.8216128807403,158.03302103078906,161.75833661259284,156.50082981018335,157.0520882235501,0.6900182225191329,-1.506842373722776,85,1,2021,6,0.55,144.20974417877562,43.262923253632685,1.22,149.29722850469528
Therapy A,East,2021-01-01,85,12,2022-01-01,97,overlapping_competitor_launch,0,155.31477050701753,156.19055246402917,156.8216128807403,158.03302103078906,161.75833661259284,156.50082981018335,157.0520882235501,0.6900182225191329,-1.506842373722776,85,1,2021,12,0.55,144.56981900690215,43.37094570207064,1.22,141.27201770154724
Therapy A,East,2021-02-01,86,1,2021-03-01,87,overlapping_competitor_launch,0,154.41728379561823,155.31477050701753,156.49032408578054,157.5898752761282,160.98806466619052,155.9985490189424,156.59904646958822,0.8006482908125773,-2.073040290162311,86,2,2021,1,0.55,143.97019266767296,43.19105780030189,1.22,153.48841603547197
Therapy A,East,2021-02-01,86,3,2021-05-01,89,overlapping_competitor_launch,0,154.41728379561823,155.31477050701753,156.49032408578054,157.5898752761282,160.98806466619052,155.9985490189424,156.59904646958822,0.8006482908125773,-2.073040290162311,86,2,2021,3,0.55,144.0899186410144,43.22697559230432,1.22,151.5016477884913
Therapy A,East,2021-02-01,86,6,2021-08-01,92,overlapping_competitor_launch,0,154.41728379561823,155.31477050701753,156.49032408578054,157.5898752761282,160.98806466619052,155.9985490189424,156.59904646958822,0.8006482908125773,-2.073040290162311,86,2,2021,6,0.55,144.26969431018526,43.280908293055575,1.22,148.1029157542659
Therapy A,East,2021-02-01,86,12,2022-02-01,98,overlapping_competitor_launch,0,154.41728379561823,155.31477050701753,156.49032408578054,157.5898752761282,160.98806466619052,155.9985490189424,156.59904646958822,0.8006482908125773,-2.073040290162311,86,2,2021,12,0.55,144.6299188267631,43.388975648028925,1.22,139.78059364273508
Therapy A,East,2021-03-01,87,1,2021-04-01,88,overlapping_competitor_launch,0,153.48841603547197,154.41728379561823,156.19055246402917,157.18714360383348,160.28415353649137,155.3075355888883,156.07028122283654,1.030143577617264,-2.7021364285571963,87,3,2021,1,0.55,144.03004321396338,43.20901296418901,1.22,152.51918690187665
Therapy A,East,2021-03-01,87,3,2021-06-01,90,overlapping_competitor_launch,0,153.48841603547197,154.41728379561823,156.19055246402917,157.18714360383348,160.28415353649137,155.3075355888883,156.07028122283654,1.030143577617264,-2.7021364285571963,87,3,2021,3,0.55,144.1498189591693,43.24494568775079,1.22,150.42925212349903
Therapy A,East,2021-03-01,87,6,2021-09-01,93,overlapping_competitor_launch,0,153.48841603547197,154.41728379561823,156.19055246402917,157.18714360383348,160.28415353649137,155.3075355888883,156.07028122283654,1.030143577617264,-2.7021364285571963,87,3,2021,6,0.55,144.32966936375456,43.298900809126366,1.22,146.84601495559815
Therapy A,East,2021-03-01,87,12,2022-03-01,99,overlapping_competitor_launch,0,153.48841603547197,154.41728379561823,156.19055246402917,157.18714360383348,160.28415353649137,155.3075355888883,156.07028122283654,1.030143577617264,-2.7021364285571963,87,3,2021,12,0.55,144.6900436310113,43.40701308930338,1.22,138.27082748401384
Therapy A,East,2021-04-01,88,1,2021-05-01,89,overlapping_competitor_launch,0,152.51918690187665,153.48841603547197,155.31477050701753,156.8216128807403,159.64134897183095,154.40682344603593,155.45382662810962,1.2995789792090264,-2.7955836051408767,88,4,2021,1,0.55,144.0899186410144,43.22697559230432,1.22,151.5016477884913
Therapy A,East,2021-04-01,88,3,2021-07-01,91,overlapping_competitor_launch,0,152.51918690187665,153.48841603547197,155.31477050701753,156.8216128807403,159.64134897183095,154.40682344603593,155.45382662810962,1.2995789792090264,-2.7955836051408767,88,4,2021,3,0.55,144.20974417877562,43.262923253632685,1.22,149.29722850469528
Therapy A,East,2021-04-01,88,6,2021-10-01,94,overlapping_competitor_launch,0,152.51918690187665,153.48841603547197,155.31477050701753,156.8216128807403,159.64134897183095,154.40682344603593,155.45382662810962,1.2995789792090264,-2.7955836051408767,88,4,2021,6,0.55,144.3896693498439,43.31690080495317,1.22,145.52871709638202
Therapy A,East,2021-04-01,88,12,2022-04-01,100,overlapping_competitor_launch,0,152.51918690187665,153.48841603547197,155.31477050701753,156.8216128807403,159.64134897183095,154.40682344603593,155.45382662810962,1.2995789792090264,-2.7955836051408767,88,4,2021,12,0.55,144.7501934300332,43.42505802900995,1.22,136.75438990437772
Therapy A,East,2021-05-01,89,1,2021-06-01,90,overlapping_competitor_launch,0,151.5016477884913,152.51918690187665,154.41728379561823,156.49032408578054,159.05480843478455,153.47496224432228,154.73675563163235,1.5556769473110845,-2.9156360071269205,89,5,2021,1,0.55,144.1498189591693,43.24494568775079,1.22,150.42925212349903
Therapy A,East,2021-05-01,89,3,2021-08-01,92,overlapping_competitor_launch,0,151.5016477884913,152.51918690187665,154.41728379561823,156.49032408578054,159.05480843478455,153.47496224432228,154.73675563163235,1.5556769473110845,-2.9156360071269205,89,5,2021,3,0.55,144.26969431018526,43.280908293055575,1.22,148.1029157542659
Therapy A,East,2021-05-01,89,6,2021-11-01,95,overlapping_competitor_launch,0,151.5016477884913,152.51918690187665,154.41728379561823,156.49032408578054,159.05480843478455,153.47496224432228,154.73675563163235,1.5556769473110845,-2.9156360071269205,89,5,2021,6,0.55,144.4496942788181,43.33490828364543,1.22,144.15567701185796
Therapy A,East,2021-05-01,89,12,2022-05-01,101,overlapping_competitor_launch,0,151.5016477884913,152.51918690187665,154.41728379561823,156.49032408578054,159.05480843478455,153.47496224432228,154.73675563163235,1.5556769473110845,-2.9156360071269205,89,5,2021,12,0.55,144.81036823421945,43.44311047026584,1.22,135.2428303961049
Therapy A,East,2021-06-01,90,1,2021-07-01,91,overlapping_competitor_launch,0,150.42925212349903,151.5016477884913,153.48841603547197,156.19055246402917,158.52006958158432,152.50308357528,153.90530958208413,1.7517853210646837,-3.059163911972945,90,6,2021,1,0.55,144.20974417877562,43.262923253632685,1.22,149.29722850469528
Therapy A,East,2021-06-01,90,3,2021-09-01,93,overlapping_competitor_launch,0,150.42925212349903,151.5016477884913,153.48841603547197,156.19055246402917,158.52006958158432,152.50308357528,153.90530958208413,1.7517853210646837,-3.059163911972945,90,6,2021,3,0.55,144.32966936375456,43.298900809126366,1.22,146.84601495559815
Therapy A,East,2021-06-01,90,6,2021-12-01,96,overlapping_competitor_launch,0,150.42925212349903,151.5016477884913,153.48841603547197,156.19055246402917,158.52006958158432,152.50308357528,153.90530958208413,1.7517853210646837,-3.059163911972945,90,6,2021,6,0.55,144.50974416104637,43.35292324831391,1.22,142.73382346583543
Therapy A,East,2021-06-01,90,12,2022-06-01,102,overlapping_competitor_launch,0,150.42925212349903,151.5016477884913,153.48841603547197,156.19055246402917,158.52006958158432,152.50308357528,153.90530958208413,1.7517853210646837,-3.059163911972945,90,6,2021,12,0.55,144.87056805396512,43.46117041618953,1.22,133.7471323591862
Therapy A,East,2021-07-01,91,1,2021-08-01,92,overlapping_competitor_launch,0,149.29722850469528,150.42925212349903,152.51918690187665,155.31477050701753,158.03302103078906,151.483362271289,152.94509285866243,1.8260505220700567,-3.2219583971813677,91,7,2021,1,0.55,144.26969431018526,43.280908293055575,1.22,148.1029157542659
Therapy A,East,2021-07-01,91,3,2021-10-01,94,overlapping_competitor_launch,0,149.29722850469528,150.42925212349903,152.51918690187665,155.31477050701753,158.03302103078906,151.483362271289,152.94509285866243,1.8260505220700567,-3.2219583971813677,91,7,2021,3,0.55,144.3896693498439,43.31690080495317,1.22,145.52871709638202
Therapy A,East,2021-07-01,91,6,2022-01-01,97,overlapping_competitor_launch,0,149.29722850469528,150.42925212349903,152.51918690187665,155.31477050701753,158.03302103078906,151.483362271289,152.94509285866243,1.8260505220700567,-3.2219583971813677,91,7,2021,6,0.55,144.56981900690215,43.37094570207064,1.22,141.27201770154724
Therapy A,East,2021-07-01,91,12,2022-07-01,103,persistence_change,0,149.29722850469528,150.42925212349903,152.51918690187665,155.31477050701753,158.03302103078906,151.483362271289,152.94509285866243,1.8260505220700567,-3.2219583971813677,91,7,2021,12,0.55,144.93079289966946,43.47923786990084,1.22,132.27736307319554
Therapy A,East,2021-08-01,92,1,2021-09-01,93,overlapping_competitor_launch,0,148.1029157542659,149.29722850469528,151.5016477884913,154.41728379561823,157.5898752761282,150.4093761388952,151.94216919160874,1.9146127254342244,-3.398732034225418,92,8,2021,1,0.55,144.32966936375456,43.298900809126366,1.22,146.84601495559815
Therapy A,East,2021-08-01,92,3,2021-11-01,95,overlapping_competitor_launch,0,148.1029157542659,149.29722850469528,151.5016477884913,154.41728379561823,157.5898752761282,150.4093761388952,151.94216919160874,1.9146127254342244,-3.398732034225418,92,8,2021,3,0.55,144.4496942788181,43.33490828364543,1.22,144.15567701185796
Therapy A,East,2021-08-01,92,6,2022-02-01,98,overlapping_competitor_launch,0,148.1029157542659,149.29722850469528,151.5016477884913,154.41728379561823,157.5898752761282,150.4093761388952,151.94216919160874,1.9146127254342244,-3.398732034225418,92,8,2021,6,0.55,144.6299188267631,43.388975648028925,1.22,139.78059364273508
Therapy A,East,2021-08-01,92,12,2022-08-01,104,persistence_change,0,148.1029157542659,149.29722850469528,151.5016477884913,154.41728379561823,157.5898752761282,150.4093761388952,151.94216919160874,1.9146127254342244,-3.398732034225418,92,8,2021,12,0.55,144.99104278173618,43.497312834520855,1.22,126.87410698060349
Therapy A,East,2021-09-01,93,1,2021-10-01,94,overlapping_competitor_launch,0,146.84601495559815,148.1029157542659,150.42925212349903,153.48841603547197,157.18714360383348,149.27646546082005,150.88977451805002,2.01480405010178,-3.583237167900876,93,9,2021,1,0.55,144.3896693498439,43.31690080495317,1.22,145.52871709638202
Therapy A,East,2021-09-01,93,3,2021-12-01,96,overlapping_competitor_launch,0,146.84601495559815,148.1029157542659,150.42925212349903,153.48841603547197,157.18714360383348,149.27646546082005,150.88977451805002,2.01480405010178,-3.583237167900876,93,9,2021,3,0.55,144.50974416104637,43.35292324831391,1.22,142.73382346583543
Therapy A,East,2021-09-01,93,6,2022-03-01,99,overlapping_competitor_launch,0,146.84601495559815,148.1029157542659,150.42925212349903,153.48841603547197,157.18714360383348,149.27646546082005,150.88977451805002,2.01480405010178,-3.583237167900876,93,9,2021,6,0.55,144.6900436310113,43.40701308930338,1.22,138.27082748401384
Therapy A,East,2021-09-01,93,12,2022-09-01,105,persistence_change,0,146.84601495559815,148.1029157542659,150.42925212349903,153.48841603547197,157.18714360383348,149.27646546082005,150.88977451805002,2.01480405010178,-3.583237167900876,93,9,2021,12,0.55,145.05131771057333,43.515395313172,1.22,121.99284697346056
Therapy A,East,2021-10-01,94,1,2021-11-01,95,overlapping_competitor_launch,0,145.52871709638202,146.84601495559815,149.29722850469528,152.51918690187665,156.8216128807403,148.08205307151977,149.78270767140438,2.1233298588176566,-3.768511408313259,94,10,2021,1,0.55,144.4496942788181,43.33490828364543,1.22,144.15567701185796
Therapy A,East,2021-10-01,94,3,2022-01-01,97,overlapping_competitor_launch,0,145.52871709638202,146.84601495559815,149.29722850469528,152.51918690187665,156.8216128807403,148.08205307151977,149.78270767140438,2.1233298588176566,-3.768511408313259,94,10,2021,3,0.55,144.56981900690215,43.37094570207064,1.22,141.27201770154724
Therapy A,East,2021-10-01,94,6,2022-04-01,100,overlapping_competitor_launch,0,145.52871709638202,146.84601495559815,149.29722850469528,152.51918690187665,156.8216128807403,148.08205307151977,149.78270767140438,2.1233298588176566,-3.768511408313259,94,10,2021,6,0.55,144.7501934300332,43.42505802900995,1.22,136.75438990437772
Therapy A,East,2021-10-01,94,12,2022-10-01,106,persistence_change,0,145.52871709638202,146.84601495559815,149.29722850469528,152.51918690187665,156.8216128807403,148.08205307151977,149.78270767140438,2.1233298588176566,-3.768511408313259,94,10,2021,12,0.55,145.11161769659307,43.53348530897792,1.22,117.58579450412508
