therapy,region,forecast_origin_month_index,target_month_index,horizon_months,actual_sales_units,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_patient_driver_index,origin_patient_driver_index,driver_growth_ratio,access_change_vs_origin,competitor_pressure_change_vs_origin,naive_prediction,seasonal_naive_prediction,historical_xgboost_prediction,patient_driver_prediction,hybrid_xgboost_prediction
Therapy A,South,82,83,1,180.85297320734503,access_expansion,0,0.6,144.49152077167307,43.34745623150192,0.55,21.00184254416268,20.993115394456094,1.000387087492198,0.0,0.0,180.86118244940107,181.7318911593161,181.1502,181.21512927913136,181.09897
Therapy A,West,82,83,1,206.9102100446788,access_expansion,0,0.65,163.75705687456283,49.127117062368846,0.6,25.226774611526405,25.216291824685864,1.0003916038738647,0.0,0.0,206.922969442079,207.9910025253442,205.99695,207.34192254975144,207.36107
Therapy B,East,82,83,1,313.78400083827137,access_expansion,0,0.72,143.73103908340113,43.11931172502034,0.4046755373782051,26.648673119802,26.637599474272598,1.000392819514556,0.0,0.0,312.3907134746611,286.3587448495367,315.25214,309.5511048905253,312.2052
Therapy B,North,82,83,1,441.0334778296582,access_expansion,0,0.68,214.7093299887844,64.41279899663532,0.5444725411997668,35.45380523310592,35.439072684507536,1.0003982670336262,0.0,0.0,440.068663651753,422.7840255222397,459.2508,437.31133849223875,451.8848
Therapy B,South,82,83,1,281.100830603386,access_expansion,0,0.55,144.49152077167307,43.34745623150192,0.4414642225944055,20.157353346989193,20.148977118095093,1.000385973956244,0.0,0.0,280.46981562237386,269.1473075072239,278.99194,278.6568677337262,276.89743
Therapy B,West,82,83,1,326.5324259945355,access_expansion,0,0.6,163.75705687456283,49.127117062368846,0.478252907810606,24.54228105406102,24.532082703109218,1.0003909714348798,0.0,0.0,325.806763696353,312.7949415763608,324.50583,323.72643594674963,323.86078
Therapy C,East,82,83,1,961.0558103836782,access_expansion,0,0.66,143.73103908340113,100.6117273583808,0.0,66.40374005653133,66.37614650709241,1.0004062133678393,0.0,0.0,960.3947052471,950.2063257584988,957.5025,959.4197503124359,957.6881
Therapy C,North,82,83,1,1493.547934354927,access_expansion,0,0.76,214.7093299887844,150.29653099214906,0.0,114.22536355403328,114.17789810685034,1.0004101378941725,0.0,0.0,1492.5258878844943,1476.8045770225908,1466.6434,1491.0323349523733,1479.8833
Therapy C,South,82,83,1,982.7837168799728,access_expansion,0,0.7,144.49152077167307,101.14406454017114,0.0,70.8008451781198,70.7714244463948,1.000406790792202,0.0,0.0,982.1163565041708,971.8786247065505,979.4498,981.1541577527736,979.9478
Therapy C,West,82,83,1,1122.5822038780184,access_expansion,0,0.72,163.75705687456283,114.62993981219398,0.0,82.53355666477967,82.49926049751167,1.000408035974304,0.0,0.0,1121.8165622602337,1110.0529667165792,1140.8291,1120.7041305772132,1121.1937
Therapy D,East,82,83,1,0.0,access_expansion,0,,143.73103908340113,43.11931172502034,1.1246755373782051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,North,82,83,1,0.0,access_expansion,0,,214.7093299887844,64.41279899663532,1.2244725411997668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,South,82,83,1,0.0,access_expansion,0,,144.49152077167307,43.34745623150192,0.9914642225944056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy D,West,82,83,1,0.0,access_expansion,0,,163.75705687456283,49.127117062368846,1.078252907810606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapy A,East,84,85,1,155.31477050701753,overlapping_competitor_launch,0,0.55,143.85056617602206,43.155169852806615,1.22,13.600351779112005,17.746659327717758,0.7788241906932584,0.0,0.5,156.19055246402917,162.60066930107251,156.89899,151.71663341751744,155.62613
Therapy A,North,84,85,1,275.38874649392494,overlapping_competitor_launch,0,0.74,214.8878828061564,64.4663648418469,1.33,25.498381285895704,36.33618831413758,0.7097237956629313,0.0,0.65,276.66193974468894,277.76020930816685,275.33292,264.62108173622437,273.26196
Therapy A,South,84,85,1,180.01310180187386,overlapping_competitor_launch,0,0.6,144.61168028277345,43.38350408483203,1.1,16.00851300730302,21.01057332187495,0.7727428431134644,0.0,0.55,180.8513703254281,181.4552084449916,179.65187,174.61515545320754,178.91592
Therapy A,West,84,85,1,205.9287253414689,overlapping_competitor_launch,0,0.65,163.8932376538099,49.16797129614297,1.2,18.536325178645903,25.237261756217045,0.7446022896812652,0.0,0.6,206.90527570645384,207.65707871294288,206.405,198.91848547872877,206.0388
Therapy B,East,84,85,1,314.8984562949728,overlapping_competitor_launch,0,0.72,143.85056617602206,43.155169852806615,0.9046755373782052,21.233282821757406,26.659751368810234,0.8038135457294154,0.0,0.5,315.0927399035869,292.2276469114948,314.07852,302.75374240935184,311.315
Therapy B,North,84,85,1,440.3405231393352,overlapping_competitor_launch,0,0.68,214.8878828061564,64.4663648418469,1.194472541199767,25.51034206543247,35.468543906243454,0.7269372238603108,0.0,0.6500000000000001,441.9461700521948,426.59768887682463,476.36713,421.58787612441415,460.52216
Therapy B,South,84,85,1,280.6909623489909,overlapping_competitor_launch,0,0.55,144.61168028277345,43.38350408483203,0.9914642225944056,15.580887757611448,20.165733058005987,0.7833835810066446,0.0,0.55,281.6975672035397,271.6470742409087,280.75406,270.85743628951064,275.18524
Therapy B,West,84,85,1,326.0072480831764,overlapping_competitor_launch,0,0.6,163.8932376538099,49.16797129614297,1.078252907810606,18.367526093230722,24.552483644618704,0.7579508263303196,0.0,0.6000000000000001,327.2187591260373,315.66682648050687,325.72296,313.48424215995624,323.3831
Therapy C,East,84,85,1,962.3207172230182,overlapping_competitor_launch,0,0.66,143.85056617602206,100.69539632321543,0.0,66.45896157332218,66.43134507701834,1.0004095498357968,0.0,0.0,961.6973220248184,952.2851570036364,953.38696,960.871147199745,962.34155
Therapy C,North,84,85,1,1495.5041807436985,overlapping_competitor_launch,0,0.76,214.8878828061564,150.42151796430943,0.0,114.32035365287517,114.27284873330727,1.0004121084894657,0.0,0.0,1494.5399440209198,1480.008417421842,1468.9946,1493.2744436490718,1482.2141
Therapy C,South,84,85,1,984.0617794303608,overlapping_competitor_launch,0,0.7,144.61168028277345,101.2281761979414,0.0,70.85972333855896,70.83027814047969,1.0004099273849627,0.0,0.0,983.431704480264,973.961298541298,982.318,982.6165796310754,976.6231
Therapy C,West,84,85,1,1124.048024917239,overlapping_competitor_launch,0,0.72,163.8932376538099,114.72526635766692,0.0,82.60219177752019,82.56786708947348,1.000410740267069,0.0,0.0,1123.325462421922,1112.448459770245,1152.4281,1122.3829661251614,1131.8951
Therapy D,East,84,85,1,2.4373806294612947,overlapping_competitor_launch,0,0.5,143.85056617602206,43.155169852806615,1.1246755373782051,13.083861253554034,0.0,4.0,0.5,0.0,0.0,0.0,0.0,161.38714984235963,0.33869573
Therapy D,North,84,85,1,4.482502934406644,overlapping_competitor_launch,0,0.65,214.8878828061564,64.4663648418469,1.2244725411997668,23.944902857794258,0.0,4.0,0.65,0.0,0.0,0.0,0.0,295.3562064426418,5.475992
Therapy D,South,84,85,1,2.9984402348558774,overlapping_competitor_launch,0,0.55,144.61168028277345,43.38350408483203,0.9914642225944056,15.580887757611448,0.0,4.0,0.55,0.0,0.0,0.0,0.0,192.1875368811011,0.23840806
Therapy D,West,84,85,1,3.473846091084721,overlapping_competitor_launch,0,0.6,163.8932376538099,49.16797129614297,1.078252907810606,18.367526093230722,0.0,4.0,0.6,0.0,0.0,0.0,0.0,226.56023542258782,5.029845
Therapy A,East,85,86,1,154.41728379561823,overlapping_competitor_launch,0,0.55,143.91036699180407,43.17311009754122,1.22,13.606005647240115,13.600351779112005,1.0003872419112667,0.0,0.0,155.31477050701753,161.75833661259284,148.75067,151.10984233767485,155.96355
Therapy A,North,85,86,1,274.0250056901898,overlapping_competitor_launch,0,0.74,214.97721488899128,64.49316446669738,1.33,25.50898134151281,25.498381285895704,1.0004000265338,0.0,0.0,275.38874649392494,277.56410417201414,269.06647,263.86460352633185,272.82318
Therapy A,South,85,86,1,179.11445502389765,overlapping_competitor_launch,0,0.6,144.67179750498823,43.40153925149647,1.1,16.015167983802197,16.00851300730302,1.000391273269822,0.0,0.0,180.01310180187386,181.34138752362296,174.46573,174.08394904570162,178.85236
Therapy A,West,85,86,1,204.88234682908143,overlapping_competitor_launch,0,0.65,163.96137050565332,49.188411151696,1.2,18.544031004189396,18.536325178645903,1.0003944357740275,0.0,0.0,205.9287253414689,207.519182278076,198.55229,198.31330962326842,204.38324
Therapy B,East,85,86,1,314.5176960790934,overlapping_competitor_launch,0,0.72,143.91036699180407,43.17311009754122,0.9046755373782052,21.242109812628733,21.233282821757406,1.000397016983146,0.0,0.0,314.8984562949728,294.88389386958164,315.1377,302.80292856509095,310.9956
Therapy B,North,85,86,1,438.50117384973663,overlapping_competitor_launch,0,0.68,214.97721488899128,64.49316446669738,1.194472541199767,25.520947093323194,25.51034206543247,1.0004000336119596,0.0,0.0,440.3405231393352,428.3357182576434,459.3274,420.9485523087679,458.03745
Therapy B,South,85,86,1,279.53586410066043,overlapping_competitor_launch,0,0.55,144.67179750498823,43.40153925149647,0.9914642225944056,15.587364963946348,15.580887757611448,1.0003906429154812,0.0,0.0,280.6909623489909,272.7861546230054,277.7544,270.43308954322487,274.0618
Therapy B,West,85,86,1,324.62087098080303,overlapping_competitor_launch,0,0.6,163.96137050565332,49.188411151696,1.078252907810606,18.375161746488633,18.367526093230722,1.0003942503147358,0.0,0.0,326.0072480831764,316.97556528388475,322.24652,312.97338982921866,316.91803
Therapy C,East,85,86,1,962.9273647947454,overlapping_competitor_launch,0,0.66,143.91036699180407,100.73725689426284,0.0,66.48658955021348,66.45896157332218,1.0004095523596412,0.0,0.0,962.3207172230182,953.254008371566,942.1637,961.56087925068,962.1634
Therapy C,North,85,86,1,1496.442742549335,overlapping_competitor_launch,0,0.76,214.97721488899128,150.48405042229388,0.0,114.36787832094335,114.32035365287517,1.0004121099750634,0.0,0.0,1495.5041807436985,1481.5021852692405,1456.75,1494.340365348663,1480.44
Therapy C,South,85,86,1,984.6752949275768,overlapping_competitor_launch,0,0.7,144.67179750498823,101.27025825349176,0.0,70.88918077744422,70.85972333855896,1.0004099297564295,0.0,0.0,984.0617794303608,974.9328898998072,974.5597,983.3122356569011,986.4853
Therapy C,West,85,86,1,1124.7514548239988,overlapping_competitor_launch,0,0.72,163.96137050565332,114.77295935395732,0.0,82.63653073484927,82.60219177752019,1.0004107423094895,0.0,0.0,1124.048024917239,1113.5656167678162,1143.9968,1123.1813017817162,1131.5587
Therapy D,East,85,86,1,5.104589692289556,overlapping_competitor_launch,0,0.5,143.91036699180407,43.17311009754122,1.1246755373782051,13.089300408903506,13.083861253554034,1.000386197737364,0.0,0.0,2.4373806294612947,0.0,0.35896367,2.4375326177577827,2.1853518
Therapy D,North,85,86,1,9.374502123284582,overlapping_competitor_launch,0,0.65,214.97721488899128,64.49316446669738,1.2244725411997668,23.954857109367847,23.944902857794258,1.000399049522475,0.0,0.0,4.482502934406644,0.0,5.9601593,4.48278245085835,9.876737
Therapy D,South,85,86,1,6.27106608509312,overlapping_competitor_launch,0,0.55,144.67179750498823,43.40153925149647,0.9914642225944056,15.587364963946348,15.580887757611448,1.0003906429154812,0.0,0.0,2.9984402348558774,0.0,0.37462705,2.998627209273377,2.764128
Therapy D,West,85,86,1,7.264345348813726,overlapping_competitor_launch,0,0.6,163.96137050565332,49.188411151696,1.078252907810606,18.375161746488633,18.367526093230722,1.0003942503147358,0.0,0.0,3.473846091084721,0.0,0.37831253,3.4740627104929764,4.308249
Therapy A,East,88,89,1,151.5016477884913,overlapping_competitor_launch,0,0.55,144.0899186410144,43.22697559230432,1.22,13.622981357914707,13.617320435664166,1.000387274964345,0.0,0.0,152.51918690187665,159.64134897183095,154.58713,148.95829782914302,153.9411
Therapy A,North,88,89,1,269.2389662938929,overlapping_competitor_launch,0,0.74,215.2454340192932,64.57363020578795,1.33,25.540807955295307,25.53019467438034,1.000400045346264,0.0,0.0,270.96366128273587,277.11408738756364,272.70987,261.10780470219294,268.35037
Therapy A,South,88,89,1,175.9567158844972,overlapping_competitor_launch,0,0.6,144.8522991629245,43.45568974887736,1.1,16.035149517335746,16.028486237668215,1.0003913019380897,0.0,0.0,177.09514376693286,181.0838693971137,177.24158,172.1527756491081,178.16664
Therapy A,West,88,89,1,201.209211743716,overlapping_competitor_launch,0,0.65,164.16593905131447,49.24978171539434,1.2,18.567167706703668,18.559452266886282,1.0003944609343918,0.0,0.0,202.5328357085631,207.20497910652605,201.91061,196.1132011729897,203.10771
Therapy B,East,88,89,1,312.1461736929401,overlapping_competitor_launch,0,0.72,144.0899186410144,43.22697559230432,0.9046755373782052,21.268612808412087,21.259774804430283,1.0003970392359964,0.0,0.0,313.15125569520904,301.88252113409635,308.2712,303.11518464913314,307.8353
Therapy B,North,88,89,1,431.3677855980014,overlapping_competitor_launch,0,0.68,215.2454340192932,64.57363020578795,1.194472541199767,25.552788636332235,25.54217037693994,1.0004000524162682,0.0,0.0,434.0329243549321,432.9587893217228,432.56348,417.7140482583569,426.20352
Therapy B,South,88,89,1,275.0438752141744,overlapping_competitor_launch,0,0.55,144.8522991629245,43.45568974887736,0.9914642225944056,15.606812743453984,15.600327455748,1.0003906722757894,0.0,0.0,276.7238685832965,275.81527553771707,273.74786,268.29941509834765,270.81393
Therapy B,West,88,89,1,319.2532068409711,overlapping_competitor_launch,0,0.6,164.16593905131447,49.24978171539434,1.078252907810606,18.398087757067678,18.390442577087242,1.000394275682468,0.0,0.0,321.25735088660883,320.45627856913165,318.39557,310.43986328193046,315.53336
Therapy C,East,88,89,1,964.6590447333092,overlapping_competitor_launch,0,0.66,144.0899186410144,100.86294304871008,0.0,66.56954241214865,66.54187996485109,1.000409559925071,0.0,0.0,964.0953969073274,955.9180415716808,955.7787,963.5067506320795,961.97644
Therapy C,North,88,89,1,1499.1231137553625,overlapping_competitor_launch,0,0.76,215.2454340192932,150.6718038135052,0.0,114.51057089826395,114.46298693542286,1.0004121144282168,0.0,0.0,1498.2504744330686,1485.611769185629,1478.8704,1497.349082114758,1484.5576
Therapy C,South,88,89,1,986.4285690711408,overlapping_competitor_launch,0,0.7,144.8522991629245,101.39660941404716,0.0,70.97762658983301,70.94813239798938,1.0004099368650805,0.0,0.0,985.8575708847565,977.6079382750572,989.66125,985.2772843102618,992.7275
Therapy C,West,88,89,1,1126.760910822995,overlapping_competitor_launch,0,0.72,164.16593905131447,114.91615733592012,0.0,82.73963328186248,82.70525148108474,1.0004107484317815,0.0,0.0,1126.106605101319,1116.6400962316357,1144.361,1125.4354379508738,1135.2472
Therapy D,East,88,89,1,14.776201275300387,overlapping_competitor_launch,0,0.5,144.0899186410144,43.22697559230432,1.1246755373782051,13.105631445538013,13.100185503955311,1.0003862319102947,0.0,0.0,11.247352502676524,0.0,14.479643,10.567087655667148,15.155036
Therapy D,North,88,89,1,26.99248531220301,overlapping_competitor_launch,0,0.65,215.2454340192932,64.57363020578795,1.2244725411997668,23.98474469975131,23.974778028625725,1.0003990694577611,0.0,0.0,20.58637188961261,0.0,21.916946,19.34421932668395,25.295712
Therapy D,South,88,89,1,18.05935600153516,overlapping_competitor_launch,0,0.55,144.8522991629245,43.45568974887736,0.9914642225944056,15.606812743453984,15.600327455748,1.0003906722757894,0.0,0.0,13.772578249450325,0.0,15.368404,12.941502934377224,17.670763
Therapy D,West,88,89,1,20.90877889534692,overlapping_competitor_launch,0,0.6,164.16593905131447,49.24978171539434,1.078252907810606,18.398087757067678,18.390442577087242,1.000394275682468,0.0,0.0,15.94872859639773,0.0,19.531319,14.986565490484809,22.898056
Therapy A,East,91,92,1,148.1029157542659,overlapping_competitor_launch,0,0.55,144.26969431018526,43.280908293055575,1.22,13.639978248556464,13.63431026338234,1.0003873079818668,0.0,0.0,149.29722850469528,158.03302103078906,152.06633,146.49401747836063,152.334
Therapy A,North,91,92,1,263.1851681038736,overlapping_competitor_launch,0,0.74,215.5139877966965,64.65419633900895,1.33,25.572674277968208,25.562047755254685,1.0004000641370514,0.0,0.0,265.3537415974552,276.83685333903054,264.1014,257.3711024597576,265.26517
Therapy A,South,91,92,1,171.9588905701797,overlapping_competitor_launch,0,0.6,145.0330260261122,43.509907807833656,1.1,16.055155981090618,16.048484387895165,1.0003913305748275,0.0,0.0,173.39115287470435,180.93126719199395,174.06842,169.54967486531072,170.90805
Therapy A,West,91,92,1,196.5655655409411,overlapping_competitor_launch,0,0.65,164.3707628295938,49.31122884887814,1.2,18.59033327602706,18.58260820994041,1.0003944860666072,0.0,0.0,198.2284615687343,207.01509449524136,197.74228,193.14623958916343,197.97061
Therapy B,East,91,92,1,307.7843064695552,overlapping_competitor_launch,0,0.72,144.26969431018526,43.280908293055575,0.9046755373782052,21.295148871004322,21.286299840171417,1.0003970614636062,0.0,0.0,309.4629441619959,307.64050805116915,307.88022,301.60126553965597,308.8825
Therapy B,North,91,92,1,421.5435454752173,overlapping_competitor_launch,0,0.68,215.5139877966965,64.65419633900895,1.194472541199767,25.58466990685833,25.574038399456015,1.0004000711989087,0.0,0.0,425.12325202601335,436.8231313448256,430.06006,412.1792635340269,429.98135
Therapy B,South,91,92,1,268.840876818997,overlapping_competitor_launch,0,0.55,145.0330260261122,43.509907807833656,0.9914642225944056,15.626284787237763,15.619791408077852,1.0003907016039177,0.0,0.0,271.1025163597974,278.34592050590874,267.4961,264.6658715751315,266.7806
Therapy B,West,91,92,1,311.8744286095136,overlapping_competitor_launch,0,0.6,164.3707628295938,49.31122884887814,1.078252907810606,18.421042371583294,18.4133876529942,1.0003943010218475,0.0,0.0,314.56168469975853,323.36489723456555,309.56607,306.1610044698117,309.61273
Therapy C,East,91,92,1,966.2804034508316,overlapping_competitor_launch,0,0.66,144.26969431018526,100.98878601712968,0.0,66.65259877130559,66.62490181059432,1.0004095674813525,0.0,0.0,965.7506493026737,958.2772567289176,962.70135,965.2980349300233,967.4212
Therapy C,North,91,92,1,1501.6343487231115,overlapping_competitor_launch,0,0.76,215.5139877966965,150.85979145768755,0.0,114.65344150784254,114.6057981762487,1.0004121188759167,0.0,0.0,1500.81367322065,1489.2541287521417,1476.6049,1500.1208210100233,1486.5742
Therapy C,South,91,92,1,988.0727592988718,overlapping_competitor_launch,0,0.7,145.0330260261122,101.52311821827853,0.0,71.06618275279496,71.03665176213761,1.0004099439651202,0.0,0.0,987.53527460357,979.9816578027256,975.74567,987.089501412693,978.3508
Therapy C,West,91,92,1,1128.6443309846338,overlapping_competitor_launch,0,0.72,164.3707628295938,115.05953398071564,0.0,82.84286446611526,82.80843976843471,1.0004107545466263,0.0,0.0,1128.0287470696949,1119.3664120655123,1143.034,1127.5129874131424,1134.7576
Therapy D,East,91,92,1,27.409686277723587,overlapping_competitor_launch,0,0.5,144.26969431018526,43.280908293055575,1.1246755373782051,13.121982857803696,13.11653012152085,1.0003862660466776,0.0,0.0,22.847693777424084,0.0,27.232805,21.203861547309586,27.60225
Therapy D,North,91,92,1,49.72782138032432,overlapping_competitor_launch,0,0.65,215.5139877966965,64.65419633900895,1.2244725411997668,24.01466957977732,24.004690473604324,1.0003990893701935,0.0,0.0,41.55259041534925,0.0,45.057693,38.575623646164686,47.470688
Therapy D,South,91,92,1,33.276786375279954,overlapping_competitor_launch,0,0.55,145.0330260261122,43.509907807833656,0.9914642225944056,15.626284787237763,15.619791408077852,1.0003907016039177,0.0,0.0,27.804227602121763,0.0,32.31298,25.81200250612208,33.865654
Therapy D,West,91,92,1,38.500791089633495,overlapping_competitor_launch,0,0.6,164.3707628295938,49.31122884887814,1.078252907810606,18.421042371583294,18.4133876529942,1.0003943010218475,0.0,0.0,32.17698060228699,0.0,35.596348,29.87241743371752,37.40988
Therapy A,East,94,95,1,144.15567701185796,overlapping_competitor_launch,0,0.55,144.4496942788181,43.33490828364543,1.22,13.656996345590859,13.651321288680991,1.000387340963866,0.0,0.0,145.52871709638202,156.8216128807403,150.36684,143.59230506391899,147.44012
Therapy A,North,94,95,1,255.8238599455364,overlapping_competitor_launch,0,0.74,215.7828766387283,64.73486299161848,1.33,25.604580359074856,25.593940578041458,1.0004000829061859,0.0,0.0,258.4101940445102,276.69545868698674,259.6398,252.50653389125418,258.87152
Therapy A,South,94,95,1,167.09720657927767,overlapping_competitor_launch,0,0.6,145.21397837553144,43.56419351265943,1.1,16.075187406171327,16.068507489075483,1.0003913591800642,0.0,0.0,168.80519974679976,180.86118244940107,167.72717,166.17577500914422,165.2028
Therapy A,West,94,95,1,190.92610729047007,overlapping_competitor_launch,0,0.65,164.57584215893564,49.37275264768069,1.2,18.613527748175624,18.605793043809353,1.0003945111707029,0.0,0.0,192.9065272136965,206.922969442079,192.06174,189.30103094471514,193.67859
Therapy B,East,94,95,1,301.4984612687625,overlapping_competitor_launch,0,0.72,144.4496942788181,43.33490828364543,0.9046755373782052,21.321718041661683,21.312857970219866,1.0003970836660028,0.0,0.0,303.78752112330534,312.3907134746611,302.305,298.2180065390094,300.57327
Therapy B,North,94,95,1,409.1434592782541,overlapping_competitor_launch,0,0.68,215.7828766387283,64.73486299161848,1.194472541199767,25.61659095446806,25.60594618252665,1.0004000899599053,0.0,0.0,413.5293378190303,440.068663651753,411.8535,404.2474138110254,405.98514
Therapy B,South,94,95,1,260.9990688396252,overlapping_competitor_launch,0,0.55,145.21397837553144,43.56419351265943,0.9914642225944056,15.645781125571322,15.639279644862087,1.0003907308998947,0.0,0.0,263.7737155119644,280.46981562237386,262.81442,259.4680717780708,260.41974
Therapy B,West,94,95,1,302.57544864226975,overlapping_competitor_launch,0,0.6,164.57584215893564,49.37275264768069,1.078252907810606,18.444025625723558,18.43636135662482,1.0003943263329031,0.0,0.0,305.86291635792134,325.806763696353,304.14426,300.0661004519901,303.2806
Therapy C,East,94,95,1,967.8149072825204,overlapping_competitor_launch,0,0.66,144.4496942788181,101.11478599517268,0.0,66.73575875681398,66.70802723962788,1.0004095750284963,0.0,0.0,967.3118196584978,960.3947052471,962.7804,966.9671529056677,970.0495
Therapy C,North,94,95,1,1504.0124209041908,overlapping_competitor_launch,0,0.76,215.7828766387283,151.0480136471098,0.0,114.79649037180344,114.74878759738456,1.0004121233181709,0.0,0.0,1503.232629801998,1492.5258878844943,1471.104,1502.7052759418896,1490.8342
Therapy C,South,94,95,1,989.6310704606268,overlapping_competitor_launch,0,0.7,145.21397837553144,101.649784862872,0.0,71.15484940401039,71.12528156862679,1.000409951056558,0.0,0.0,989.11995230821,982.1163565041708,980.1939,988.7809358030236,983.5111
Therapy C,West,94,95,1,1130.4285240245538,overlapping_competitor_launch,0,0.72,164.57584215893564,115.20308951125494,0.0,82.94622444810356,82.91175679999922,1.0004107606540344,0.0,0.0,1129.8434050844544,1121.8165622602337,1166.4963,1129.450980462498,1135.7681
Therapy D,East,94,95,1,43.13255662422371,overlapping_competitor_launch,0,0.5,144.4496942788181,43.33490828364543,1.1246755373782051,13.138354671122489,13.132895131661991,1.0003863001465472,0.0,0.0,37.56955925550524,0.0,43.18914,34.64607471124547,44.292862
Therapy D,North,94,95,1,77.6362619122249,overlapping_competitor_launch,0,0.65,215.7828766387283,64.73486299161848,1.2244725411997668,24.04463179597079,24.03464023923562,1.0003991092597972,0.0,0.0,67.80622469458915,0.0,74.0522,62.56223716544879,74.321915
Therapy D,South,94,95,1,51.96402100520276,overlapping_competitor_launch,0,0.55,145.21397837553144,43.56419351265943,0.9914642225944056,15.645781125571322,15.639279644862087,1.0003907308998947,0.0,0.0,45.381031786343485,0.0,53.1399,41.87075488416319,52.349396
Therapy D,West,94,95,1,60.07375946928107,overlapping_competitor_launch,0,0.6,164.57584215893564,49.37275264768069,1.078252907810606,18.444025625723558,18.43636135662482,1.0003943263329031,0.0,0.0,52.477741086095634,0.0,60.638805,48.421051145601254,61.597504
Therapy A,East,97,98,1,139.78059364273508,overlapping_competitor_launch,0,0.55,144.6299188267631,43.388975648028925,1.22,13.674035675476317,13.668353538007564,1.000387373910373,0.0,0.0,141.27201770154724,155.31477050701753,144.24074,140.28156655958347,140.25157
Therapy A,North,97,98,1,247.47791808076008,overlapping_competitor_launch,0,0.74,216.05210096343612,64.81563028903085,1.33,25.63652624822037,25.625873192325187,1.0004001016536899,0.0,0.0,250.33621120679348,275.38874649392494,249.63454,246.6640956317846,249.05653
Therapy A,South,97,98,1,161.58712374345694,overlapping_competitor_launch,0,0.6,145.39515649251314,43.61854694775394,1.1,16.0952438237212,16.088555572339537,1.0003913877538304,0.0,0.0,163.47391600262077,180.01310180187386,162.05244,162.12926127019227,163.66237
Therapy A,West,97,98,1,184.5422202594372,overlapping_competitor_launch,0,0.65,164.78117735818154,49.43435320745446,1.2,18.636751159210334,18.629006804539138,1.0003945362467044,0.0,0.0,186.7274287461248,205.9287253414689,183.45383,184.6943870800926,185.74739
Therapy B,East,97,98,1,293.736906675057,overlapping_competitor_launch,0,0.72,144.6299188267631,43.388975648028925,0.9046755373782052,21.348320361691876,21.339449235866187,1.0003971058432115,0.0,0.0,296.44639237415663,314.8984562949728,295.20407,293.2293383095809,294.3019
Therapy B,North,97,98,1,394.9024464293748,overlapping_competitor_launch,0,0.68,216.05210096343612,64.81563028903085,1.194472541199767,25.648551828789802,25.637893775759647,1.000400108699279,0.0,0.0,399.7879091194986,440.3405231393352,399.42426,394.3442896976676,401.71863
Therapy B,South,97,98,1,251.98539980159225,overlapping_competitor_launch,0,0.55,145.39515649251314,43.61854694775394,0.9914642225944056,15.665301788766074,15.658792196399505,1.0003907601637516,0.0,0.0,255.07811943284105,280.6909623489909,252.39482,252.97445073872748,253.43886
Therapy B,West,97,98,1,291.91107640590985,overlapping_competitor_launch,0,0.6,164.78117735818154,49.43435320745446,1.078252907810606,18.467037555221065,18.45936372369688,1.0003943516156615,0.0,0.0,295.5679230198408,326.0072480831764,295.6264,292.47661948455567,294.97266
Therapy C,East,97,98,1,969.2811653092206,overlapping_competitor_launch,0,0.66,144.6299188267631,101.24094317873416,0.0,66.81902249796454,66.79125638118879,1.0004095825665131,0.0,0.0,968.799015460703,962.3207172230182,964.7852,968.5399055533903,970.13055
Therapy C,North,97,98,1,1506.2858600728196,overlapping_competitor_launch,0,0.76,216.05210096343612,151.23647067440533,0.0,114.93971771254805,114.89195542113958,1.0004121277549844,0.0,0.0,1505.538170309978,1495.5041807436985,1477.0996,1505.1419966600852,1494.8353
Therapy C,South,97,98,1,991.12190661391,overlapping_competitor_launch,0,0.7,145.39515649251314,101.7766095447592,0.0,71.24362668133143,71.21402195525178,1.000409958139404,0.0,0.0,990.6314891279968,984.0617794303608,994.50366,990.3770962052109,999.0054
Therapy C,West,97,98,1,1132.1347516837272,overlapping_competitor_launch,0,0.72,164.78117735818154,115.34682415072707,0.0,83.04971338852349,83.01520273640782,1.0004107667540116,0.0,0.0,1131.5735521342467,1124.048024917239,1154.4896,1131.2788893818208,1155.1494
Therapy D,East,97,98,1,61.36442279567063,overlapping_competitor_launch,0,0.5,144.6299188267631,43.388975648028925,1.1246755373782051,13.154746910948024,13.1492805598218,1.0003863342099346,0.0,0.0,55.071281803369146,2.4373806294612947,55.86814,50.60121706641688,59.95004
Therapy D,North,97,98,1,109.56104147431222,overlapping_competitor_launch,0,0.65,216.05210096343612,64.81563028903085,1.2244725411997668,24.07463139491468,24.06462737208324,1.0003991291265946,0.0,0.0,98.58791116753493,4.482502934406644,100.32627,90.6487407681866,110.751175
