therapy,region,forecast_origin_month_index,target_month_index,horizon_months,actual_sales_units,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_patient_driver_index,origin_patient_driver_index,driver_growth_ratio,access_change_vs_origin,competitor_pressure_change_vs_origin,naive_prediction,seasonal_naive_prediction,historical_xgboost_prediction,patient_driver_prediction,hybrid_xgboost_prediction,scenario_access_rate,scenario_patient_pool,scenario_competitor_pressure,scenario_driver_ratio,baseline_forecast_units,scenario_forecast_units_before_supply,scenario_supply_fill_rate,scenario_forecast_units,scenario_name,scenario_description,absolute_change_units,percent_change
Therapy C,West,130,142,12,1273.4395108121887,epidemiology_change,0,0.72,187.9610449049277,131.57273143344935,0.0,94.73236663208353,94.26106132545624,1.0049402395556164,0.0,0.0,1240.17483121751,1174.2677247243191,1261.7401,1243.9015487140455,1263.2705,0.72,147.3614592054633,0.0,1.1185728000444652,1243.9015487140455,1391.3944383247167,1.0,1391.3944383247167,Epidemiology upside,Eligible patient pool increases by 12 percent.,147.49288961067123,0.1185728000444653
Therapy D,East,130,142,12,235.200988311192,epidemiology_change,0,0.5,164.975096689,49.4925290067,1.1246755373782051,15.005233088407074,14.930580187469722,1.0046452438237312,0.0,0.0,149.85864176076782,174.0592685834941,204.91042,151.48459788612396,189.14574,0.5,55.43163248750401,1.1246755373782051,1.1115252191927483,151.48459788612396,168.37895086969928,1.0,168.37895086969928,Epidemiology upside,Eligible patient pool increases by 12 percent.,16.894352983575317,0.11152521919274834
Therapy D,North,130,142,12,402.8609295669854,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,27.461224305085736,27.32460129859278,1.0047997099855612,0.0,0.0,367.2298221906391,300.3433531430651,408.33466,359.31042868915415,394.6239,0.65,82.80527816034547,1.2244725411997668,1.1152160014590449,359.31042868915415,400.7087395652538,1.0,400.7087395652538,Epidemiology upside,Eligible patient pool increases by 12 percent.,41.39831087609963,0.11521600145904488
Therapy D,South,130,142,12,270.78684302588545,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,246.72738455593745,201.5721346353606,269.80215,241.36853066127182,260.35257,0.55,55.724921548284435,0.9914642225944056,1.1128019364733561,241.36853066127182,268.5953683235919,1.0,268.5953683235919,Epidemiology upside,Eligible patient pool increases by 12 percent.,27.226837662320094,0.11280193647335612
Therapy D,West,130,142,12,311.4042299456148,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,283.80157949941656,232.02163374898367,307.64404,277.66721655657943,290.04202,0.6,63.1549110880557,1.078252907810606,1.113837916324666,277.66721655657943,309.2762739210503,1.0,309.2762739210503,Epidemiology upside,Eligible patient pool increases by 12 percent.,31.609057364470857,0.1138379163246662
Therapy A,East,130,142,12,89.2027244051753,epidemiology_change,0,0.55,164.975096689,49.4925290067,1.22,15.597570516461506,15.519970663145775,1.0046577940762056,0.0,0.0,89.70134582153754,92.67204352205796,98.795364,91.85768260352232,94.33017,0.55,49.4925290067,1.22,1.0,91.85768260352232,84.50906799524054,1.0,84.50906799524054,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-7.348614608281778,-0.07999999999999992
Therapy A,North,130,142,12,153.68569276793303,epidemiology_change,0,0.74,246.44428023912343,73.93328407173702,1.33,29.24283184889414,29.09734512327776,1.004811452418939,0.0,0.0,154.77024413711126,160.72220884750274,133.29204,158.69306605578723,143.01971,0.74,73.93328407173702,1.33,1.0,158.69306605578723,145.99762077132425,1.0,145.99762077132425,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-12.695445284462977,-0.07999999999999999
Therapy A,South,130,142,12,100.03443944177135,epidemiology_change,0,0.6,165.84798079846558,49.75439423953967,1.1,18.359371474390137,18.268031317801128,1.0047062477680668,0.0,0.0,100.75611961926784,104.68930070410968,107.44106,103.32181357506461,108.2489,0.6,49.75439423953967,1.1,1.0,103.32181357506461,95.05606848905944,1.0,95.05606848905944,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-8.265745086005168,-0.07999999999999999
Therapy A,West,130,142,12,113.80517862048916,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,21.25839417874732,21.152631023629176,1.004744258009772,0.0,0.0,114.64803430785186,119.20479080374206,112.631226,117.58817902357583,116.13517,0.65,56.3883134714783,1.2,1.0,117.58817902357583,108.18112470168977,1.0,108.18112470168977,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-9.407054321886065,-0.07999999999999999
Therapy B,East,130,142,12,252.3583569952616,epidemiology_change,0,0.72,164.975096689,49.4925290067,0.9046755373782052,24.35140145543763,24.230250204415547,1.0047752813087463,0.0,0.0,249.48055570505497,249.93284842806577,225.51314,252.96577956400662,233.64262,0.72,49.4925290067,0.9046755373782052,1.0,252.96577956400662,232.7285171988861,1.0,232.7285171988861,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-20.23726236512053,-0.08
Therapy B,North,130,142,12,315.89856041965106,epidemiology_change,0,0.68,246.44428023912343,73.93328407173702,1.194472541199767,29.256549075131126,29.110994104608093,1.0048115374892534,0.0,0.0,313.92713435381074,319.09328079084366,283.78088,319.24990995168366,287.9548,0.68,73.93328407173702,1.194472541199767,1.0,319.24990995168366,293.70991715554896,1.0,293.70991715554896,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-25.539992796134698,-0.08000000000000002
Therapy B,South,130,142,12,202.6641746785681,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,201.24419710372183,204.21960538680963,186.31683,204.59124704944972,176.71185,0.55,49.75439423953967,0.9914642225944056,1.0,204.59124704944972,188.22394728549375,1.0,188.22394728549375,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-16.36729976395597,-0.07999999999999996
Therapy B,West,130,142,12,233.2252573268776,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,231.72687696667816,235.4950120466522,223.08575,235.65053372433562,215.6442,0.6,56.3883134714783,1.078252907810606,1.0,235.65053372433562,216.79849102638877,1.0,216.79849102638877,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-18.852042697946843,-0.07999999999999997
Therapy C,East,130,142,12,1090.3807741490614,epidemiology_change,0,0.66,164.975096689,115.4825676823,0.0,76.21849467031801,75.83929817942088,1.0049259384477114,0.0,0.0,1061.965261610521,1005.4898718609472,1094.6207,1065.1420111562988,1065.3331,0.66,115.4825676823,0.0,1.0,1065.1420111562988,979.930650263795,1.0,979.930650263795,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-85.21136089250388,-0.07999999999999997
Therapy C,North,130,142,12,1694.2109291175475,epidemiology_change,0,0.76,246.44428023912343,172.5109961673864,0.0,131.10835708721365,130.45607670369517,1.0049566764147722,0.0,0.0,1649.891471246044,1562.2427278328817,1564.5139,1654.8646640404882,1601.3601,0.76,172.5109961673864,0.0,1.0,1654.8646640404882,1522.475490917249,1.0,1522.475490917249,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-132.38917312323906,-0.08
Therapy C,South,130,142,12,1114.8474169521676,epidemiology_change,0,0.7,165.84798079846558,116.0935865589259,0.0,81.26551059124813,80.86120456840608,1.004930474101472,0.0,0.0,1085.7480970555712,1028.0372130548003,1111.1724,1089.0053231356242,1082.2024,0.7,116.0935865589259,0.0,1.0,1089.0053231356242,1001.8848972847743,1.0,1001.8848972847743,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-87.12042585084987,-0.07999999999999995
Therapy C,West,130,142,12,1273.4395108121887,epidemiology_change,0,0.72,187.9610449049277,131.57273143344935,0.0,94.73236663208353,94.26106132545624,1.0049402395556164,0.0,0.0,1240.17483121751,1174.2677247243191,1261.7401,1243.9015487140455,1263.2705,0.72,131.57273143344935,0.0,1.0,1243.9015487140455,1144.389424816922,1.0,1144.389424816922,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-99.5121238971235,-0.07999999999999989
Therapy D,East,130,142,12,235.200988311192,epidemiology_change,0,0.5,164.975096689,49.4925290067,1.1246755373782051,15.005233088407074,14.930580187469722,1.0046452438237312,0.0,0.0,149.85864176076782,174.0592685834941,204.91042,151.48459788612396,189.14574,0.5,49.4925290067,1.1246755373782051,1.0,151.48459788612396,139.36583005523406,1.0,139.36583005523406,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-12.118767830889908,-0.07999999999999995
Therapy D,North,130,142,12,402.8609295669854,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,27.461224305085736,27.32460129859278,1.0047997099855612,0.0,0.0,367.2298221906391,300.3433531430651,408.33466,359.31042868915415,394.6239,0.65,73.93328407173702,1.2244725411997668,1.0,359.31042868915415,330.56559439402184,1.0,330.56559439402184,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-28.744834295132307,-0.07999999999999993
Therapy D,South,130,142,12,270.78684302588545,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,246.72738455593745,201.5721346353606,269.80215,241.36853066127182,260.35257,0.55,49.75439423953967,0.9914642225944056,1.0,241.36853066127182,222.0590482083701,1.0,222.0590482083701,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-19.309482452901733,-0.07999999999999995
Therapy D,West,130,142,12,311.4042299456148,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,283.80157949941656,232.02163374898367,307.64404,277.66721655657943,290.04202,0.6,56.3883134714783,1.078252907810606,1.0,277.66721655657943,255.4538392320531,1.0,255.4538392320531,Persistence downside,"Average persistence worsens, reducing active treated demand by 8 percent.",-22.213377324526334,-0.07999999999999993
Therapy A,East,130,142,12,89.2027244051753,epidemiology_change,0,0.55,164.975096689,49.4925290067,1.22,15.597570516461506,15.519970663145775,1.0046577940762056,0.0,0.0,89.70134582153754,92.67204352205796,98.795364,91.85768260352232,94.33017,0.55,49.4925290067,1.22,1.0,91.85768260352232,91.85768260352232,1.0,91.85768260352232,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy A,North,130,142,12,153.68569276793303,epidemiology_change,0,0.74,246.44428023912343,73.93328407173702,1.33,29.24283184889414,29.09734512327776,1.004811452418939,0.0,0.0,154.77024413711126,160.72220884750274,133.29204,158.69306605578723,143.01971,0.74,73.93328407173702,1.33,1.0,158.69306605578723,158.69306605578723,1.0,158.69306605578723,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy A,South,130,142,12,100.03443944177135,epidemiology_change,0,0.6,165.84798079846558,49.75439423953967,1.1,18.359371474390137,18.268031317801128,1.0047062477680668,0.0,0.0,100.75611961926784,104.68930070410968,107.44106,103.32181357506461,108.2489,0.6,49.75439423953967,1.1,1.0,103.32181357506461,103.32181357506461,1.0,103.32181357506461,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy A,West,130,142,12,113.80517862048916,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,21.25839417874732,21.152631023629176,1.004744258009772,0.0,0.0,114.64803430785186,119.20479080374206,112.631226,117.58817902357583,116.13517,0.65,56.3883134714783,1.2,1.0,117.58817902357583,117.58817902357583,1.0,117.58817902357583,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy B,East,130,142,12,252.3583569952616,epidemiology_change,0,0.72,164.975096689,49.4925290067,0.9046755373782052,24.35140145543763,24.230250204415547,1.0047752813087463,0.0,0.0,249.48055570505497,249.93284842806577,225.51314,252.96577956400662,233.64262,0.72,49.4925290067,0.9046755373782052,1.0,252.96577956400662,252.96577956400662,1.0,252.96577956400662,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy B,North,130,142,12,315.89856041965106,epidemiology_change,0,0.68,246.44428023912343,73.93328407173702,1.194472541199767,29.256549075131126,29.110994104608093,1.0048115374892534,0.0,0.0,313.92713435381074,319.09328079084366,283.78088,319.24990995168366,287.9548,0.68,73.93328407173702,1.194472541199767,1.0,319.24990995168366,319.24990995168366,1.0,319.24990995168366,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy B,South,130,142,12,202.6641746785681,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,201.24419710372183,204.21960538680963,186.31683,204.59124704944972,176.71185,0.55,49.75439423953967,0.9914642225944056,1.0,204.59124704944972,204.59124704944972,1.0,204.59124704944972,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy B,West,130,142,12,233.2252573268776,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,231.72687696667816,235.4950120466522,223.08575,235.65053372433562,215.6442,0.6,56.3883134714783,1.078252907810606,1.0,235.65053372433562,235.65053372433562,1.0,235.65053372433562,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy C,East,130,142,12,1090.3807741490614,epidemiology_change,0,0.66,164.975096689,115.4825676823,0.0,76.21849467031801,75.83929817942088,1.0049259384477114,0.0,0.0,1061.965261610521,1005.4898718609472,1094.6207,1065.1420111562988,1065.3331,0.66,115.4825676823,0.0,1.0,1065.1420111562988,1065.1420111562988,1.0,1065.1420111562988,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy C,North,130,142,12,1694.2109291175475,epidemiology_change,0,0.76,246.44428023912343,172.5109961673864,0.0,131.10835708721365,130.45607670369517,1.0049566764147722,0.0,0.0,1649.891471246044,1562.2427278328817,1564.5139,1654.8646640404882,1601.3601,0.76,172.5109961673864,0.0,1.0,1654.8646640404882,1654.8646640404882,1.0,1654.8646640404882,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy C,South,130,142,12,1114.8474169521676,epidemiology_change,0,0.7,165.84798079846558,116.0935865589259,0.0,81.26551059124813,80.86120456840608,1.004930474101472,0.0,0.0,1085.7480970555712,1028.0372130548003,1111.1724,1089.0053231356242,1082.2024,0.7,116.0935865589259,0.0,1.0,1089.0053231356242,1089.0053231356242,1.0,1089.0053231356242,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy C,West,130,142,12,1273.4395108121887,epidemiology_change,0,0.72,187.9610449049277,131.57273143344935,0.0,94.73236663208353,94.26106132545624,1.0049402395556164,0.0,0.0,1240.17483121751,1174.2677247243191,1261.7401,1243.9015487140455,1263.2705,0.72,131.57273143344935,0.0,1.0,1243.9015487140455,1243.9015487140455,1.0,1243.9015487140455,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy D,East,130,142,12,235.200988311192,epidemiology_change,0,0.5,164.975096689,49.4925290067,1.1246755373782051,15.005233088407074,14.930580187469722,1.0046452438237312,0.0,0.0,149.85864176076782,174.0592685834941,204.91042,151.48459788612396,189.14574,0.5,49.4925290067,1.1246755373782051,1.0,151.48459788612396,151.48459788612396,0.7,106.03921852028677,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,-45.4453793658372,-0.30000000000000004
Therapy D,North,130,142,12,402.8609295669854,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,27.461224305085736,27.32460129859278,1.0047997099855612,0.0,0.0,367.2298221906391,300.3433531430651,408.33466,359.31042868915415,394.6239,0.65,73.93328407173702,1.2244725411997668,1.0,359.31042868915415,359.31042868915415,1.0,359.31042868915415,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy D,South,130,142,12,270.78684302588545,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,246.72738455593745,201.5721346353606,269.80215,241.36853066127182,260.35257,0.55,49.75439423953967,0.9914642225944056,1.0,241.36853066127182,241.36853066127182,1.0,241.36853066127182,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy D,West,130,142,12,311.4042299456148,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,283.80157949941656,232.02163374898367,307.64404,277.66721655657943,290.04202,0.6,56.3883134714783,1.078252907810606,1.0,277.66721655657943,277.66721655657943,1.0,277.66721655657943,Therapy D East supply constraint,Therapy D in East has a 70 percent supply fill rate.,0.0,0.0
Therapy A,East,130,142,12,89.2027244051753,epidemiology_change,0,0.55,164.975096689,49.4925290067,1.22,15.597570516461506,15.519970663145775,1.0046577940762056,0.0,0.0,89.70134582153754,92.67204352205796,98.795364,91.85768260352232,94.33017,0.4675,49.4925290067,1.47,0.7392617115228818,91.85768260352232,62.47431824536511,1.0,62.47431824536511,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-29.38336435815721,-0.31987922539894875
Therapy A,North,130,142,12,153.68569276793303,epidemiology_change,0,0.74,246.44428023912343,73.93328407173702,1.33,29.24283184889414,29.09734512327776,1.004811452418939,0.0,0.0,154.77024413711126,160.72220884750274,133.29204,158.69306605578723,143.01971,0.629,73.93328407173702,1.58,0.721702710628698,158.69306605578723,105.36687865600541,1.0,105.36687865600541,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-53.326187399781816,-0.33603350622159783
Therapy A,South,130,142,12,100.03443944177135,epidemiology_change,0,0.6,165.84798079846558,49.75439423953967,1.1,18.359371474390137,18.268031317801128,1.0047062477680668,0.0,0.0,100.75611961926784,104.68930070410968,107.44106,103.32181357506461,108.2489,0.51,49.75439423953967,1.35,0.7449080294234014,103.32181357506461,70.80802866292116,1.0,70.80802866292116,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-32.51378491214345,-0.3146846129304706
Therapy A,West,130,142,12,113.80517862048916,epidemiology_change,0,0.65,187.9610449049277,56.3883134714783,1.2,21.25839417874732,21.152631023629176,1.004744258009772,0.0,0.0,114.64803430785186,119.20479080374206,112.631226,117.58817902357583,116.13517,0.5525,56.3883134714783,1.45,0.7359312037745162,117.58817902357583,79.6138653273956,1.0,79.6138653273956,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-37.97431369618023,-0.3229432925274451
Therapy B,East,130,142,12,252.3583569952616,epidemiology_change,0,0.72,164.975096689,49.4925290067,0.9046755373782052,24.35140145543763,24.230250204415547,1.0047752813087463,0.0,0.0,249.48055570505497,249.93284842806577,225.51314,252.96577956400662,233.64262,0.612,49.4925290067,1.1546755373782052,0.7527411505321938,252.96577956400662,175.18433179794098,1.0,175.18433179794098,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-77.78144776606564,-0.30747814151038166
Therapy B,North,130,142,12,315.89856041965106,epidemiology_change,0,0.68,246.44428023912343,73.93328407173702,1.194472541199767,29.256549075131126,29.110994104608093,1.0048115374892534,0.0,0.0,313.92713435381074,319.09328079084366,283.78088,319.24990995168366,287.9548,0.5780000000000001,73.93328407173702,1.444472541199767,0.7326146233615071,319.24990995168366,215.17618033445197,1.0,215.17618033445197,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-104.07372961723169,-0.32599454650741344
Therapy B,South,130,142,12,202.6641746785681,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,201.24419710372183,204.21960538680963,186.31683,204.59124704944972,176.71185,0.4675,49.75439423953967,1.2414642225944057,0.7519301426737277,204.59124704944972,141.53125953699353,1.0,141.53125953699353,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-63.05998751245619,-0.3082242687401704
Therapy B,West,130,142,12,233.2252573268776,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,231.72687696667816,235.4950120466522,223.08575,235.65053372433562,215.6442,0.51,56.3883134714783,1.328252907810606,0.7443802616911674,235.65053372433562,161.3805174844735,1.0,161.3805174844735,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-74.27001623986212,-0.3151701592441259
Therapy C,East,130,142,12,1090.3807741490614,epidemiology_change,0,0.66,164.975096689,115.4825676823,0.0,76.21849467031801,75.83929817942088,1.0049259384477114,0.0,0.0,1061.965261610521,1005.4898718609472,1094.6207,1065.1420111562988,1065.3331,0.561,115.4825676823,0.0,0.8522109555377767,1065.1420111562988,835.1076358220636,1.0,835.1076358220636,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-230.03437533423528,-0.2159659209052454
Therapy C,North,130,142,12,1694.2109291175475,epidemiology_change,0,0.76,246.44428023912343,172.5109961673864,0.0,131.10835708721365,130.45607670369517,1.0049566764147722,0.0,0.0,1649.891471246044,1562.2427278328817,1564.5139,1654.8646640404882,1601.3601,0.646,172.5109961673864,0.0,0.8512932971015947,1654.8646640404882,1296.073180419314,1.0,1296.073180419314,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-358.79148362117417,-0.21681016666653288
Therapy C,South,130,142,12,1114.8474169521676,epidemiology_change,0,0.7,165.84798079846558,116.0935865589259,0.0,81.26551059124813,80.86120456840608,1.004930474101472,0.0,0.0,1085.7480970555712,1028.0372130548003,1111.1724,1089.0053231356242,1082.2024,0.595,116.0935865589259,0.0,0.852075543542166,1089.0053231356242,853.6816184206111,1.0,853.6816184206111,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-235.32370471501304,-0.2160904999412073
Therapy C,West,130,142,12,1273.4395108121887,epidemiology_change,0,0.72,187.9610449049277,131.57273143344935,0.0,94.73236663208353,94.26106132545624,1.0049402395556164,0.0,0.0,1240.17483121751,1174.2677247243191,1261.7401,1243.9015487140455,1263.2705,0.612,131.57273143344935,0.0,0.8517839999444187,1243.9015487140455,974.7726017646504,1.0,974.7726017646504,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-269.1289469493951,-0.2163587200511347
Therapy D,East,130,142,12,235.200988311192,epidemiology_change,0,0.5,164.975096689,49.4925290067,1.1246755373782051,15.005233088407074,14.930580187469722,1.0046452438237312,0.0,0.0,149.85864176076782,174.0592685834941,204.91042,151.48459788612396,189.14574,0.425,49.4925290067,1.3746755373782051,0.7465984970557803,151.48459788612396,104.05031926016903,0.7,72.83522348211832,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-78.64937440400564,-0.5191905678960775
Therapy D,North,130,142,12,402.8609295669854,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,27.461224305085736,27.32460129859278,1.0047997099855612,0.0,0.0,367.2298221906391,300.3433531430651,408.33466,359.31042868915415,394.6239,0.5525,73.93328407173702,1.4744725411997668,0.7310139631324295,359.31042868915415,241.64806523320115,1.0,241.64806523320115,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-117.662363455953,-0.3274671539181647
Therapy D,South,130,142,12,270.78684302588545,epidemiology_change,0,0.55,165.84798079846558,49.75439423953967,0.9914642225944056,17.868949234214874,17.78004898926853,1.0046986714640695,0.0,0.0,246.72738455593745,201.5721346353606,269.80215,241.36853066127182,260.35257,0.4675,49.75439423953967,1.2414642225944057,0.7519301426737277,241.36853066127182,166.9728918013119,1.0,166.9728918013119,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-74.39563885995992,-0.30822426874017045
Therapy D,West,130,142,12,311.4042299456148,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,21.064806859783918,20.96000682565564,1.0047420289810538,0.0,0.0,283.80157949941656,232.02163374898367,307.64404,277.66721655657943,290.04202,0.51,56.3883134714783,1.328252907810606,0.7443802616911674,277.66721655657943,190.15479569756909,1.0,190.15479569756909,Combined downside,"Access drops, competitor pressure rises, persistence worsens, and Therapy D East supply is constrained.",-87.51242085901035,-0.31517015924412595
